forename,forename2,cumprop,sex
lars,laurenz,0.6,male
lars,laurence,0.666666667,male
lars,lourence,0.733333333,male
lars,lary,0.8,male
lars,laurance,0.866666667,male
lars,lannie,0.933333333,male
lars,larry,1,male
lary,lorenz,0.066666667,male
lary,lorence,0.133333333,male
lary,lorrie,0.2,male
lary,lawrie,0.266666667,male
lary,lawry,0.333333333,male
lary,lawrence,0.4,male
lary,laurens,0.466666667,male
lary,laurie,0.533333333,male
lary,laurenz,0.6,male
lary,laurence,0.666666667,male
lary,lourence,0.733333333,male
lary,lars,0.8,male
lary,laurance,0.866666667,male
lary,lannie,0.933333333,male
lary,larry,1,male
laurance,lorenz,0.066666667,male
laurance,lorence,0.133333333,male
laurance,lorrie,0.2,male
laurance,lawrie,0.266666667,male
laurance,lawry,0.333333333,male
laurance,lawrence,0.4,male
laurance,laurens,0.466666667,male
laurance,laurie,0.533333333,male
laurance,laurenz,0.6,male
laurance,laurence,0.666666667,male
laurance,lourence,0.733333333,male
laurance,lars,0.8,male
laurance,lary,0.866666667,male
laurance,lannie,0.933333333,male
laurance,larry,1,male
laurence,lorenz,0.066666667,male
laurence,lorence,0.133333333,male
laurence,lorrie,0.2,male
laurence,lawrie,0.266666667,male
laurence,lawry,0.333333333,male
laurence,lawrence,0.4,male
laurence,laurens,0.466666667,male
laurence,laurie,0.533333333,male
laurence,laurenz,0.6,male
laurence,lourence,0.666666667,male
laurence,lars,0.733333333,male
laurence,lary,0.8,male
laurence,laurance,0.866666667,male
laurence,lannie,0.933333333,male
laurence,larry,1,male
laurens,lorenz,0.066666667,male
laurens,lorence,0.133333333,male
laurens,lorrie,0.2,male
laurens,lawrie,0.266666667,male
laurens,lawry,0.333333333,male
laurens,lawrence,0.4,male
laurens,laurie,0.466666667,male
laurens,laurenz,0.533333333,male
laurens,laurence,0.6,male
laurens,lourence,0.666666667,male
laurens,lars,0.733333333,male
laurens,lary,0.8,male
laurens,laurance,0.866666667,male
laurens,lannie,0.933333333,male
laurens,larry,1,male
laurenz,lorenz,0.066666667,male
laurenz,lorence,0.133333333,male
laurenz,lorrie,0.2,male
laurenz,lawrie,0.266666667,male
laurenz,lawry,0.333333333,male
laurenz,lawrence,0.4,male
laurenz,laurens,0.466666667,male
laurenz,laurie,0.533333333,male
laurenz,laurence,0.6,male
laurenz,lourence,0.666666667,male
laurenz,lars,0.733333333,male
laurenz,lary,0.8,male
laurenz,laurance,0.866666667,male
laurenz,lannie,0.933333333,male
laurenz,larry,1,male
laurie,lorenz,0.066666667,male
laurie,lorence,0.133333333,male
laurie,lorrie,0.2,male
laurie,lawrie,0.266666667,male
laurie,lawry,0.333333333,male
laurie,lawrence,0.4,male
laurie,laurens,0.466666667,male
laurie,laurenz,0.533333333,male
laurie,laurence,0.6,male
laurie,lourence,0.666666667,male
laurie,lars,0.733333333,male
laurie,lary,0.8,male
laurie,laurance,0.866666667,male
laurie,lannie,0.933333333,male
laurie,larry,1,male
lawrence,lorenz,0.066666667,male
lawrence,lorence,0.133333333,male
lawrence,lorrie,0.2,male
lawrence,lawrie,0.266666667,male
lawrence,lawry,0.333333333,male
lawrence,laurens,0.4,male
lawrence,laurie,0.466666667,male
lawrence,laurenz,0.533333333,male
lawrence,laurence,0.6,male
lawrence,lourence,0.666666667,male
lawrence,lars,0.733333333,male
lawrence,lary,0.8,male
lawrence,laurance,0.866666667,male
lawrence,lannie,0.933333333,male
lawrence,larry,1,male
lawrie,lorenz,0.066666667,male
lawrie,lorence,0.133333333,male
lawrie,lorrie,0.2,male
lawrie,lawry,0.266666667,male
lawrie,lawrence,0.333333333,male
lawrie,laurens,0.4,male
lawrie,laurie,0.466666667,male
lawrie,laurenz,0.533333333,male
lawrie,laurence,0.6,male
lawrie,lourence,0.666666667,male
lawrie,lars,0.733333333,male
lawrie,lary,0.8,male
lawrie,laurance,0.866666667,male
lawrie,lannie,0.933333333,male
lawrie,larry,1,male
lawry,lorenz,0.066666667,male
lawry,lorence,0.133333333,male
lawry,lorrie,0.2,male
lawry,lawrie,0.266666667,male
lawry,lawrence,0.333333333,male
lawry,laurens,0.4,male
lawry,laurie,0.466666667,male
lawry,laurenz,0.533333333,male
lawry,laurence,0.6,male
lawry,lourence,0.666666667,male
lawry,lars,0.733333333,male
lawry,lary,0.8,male
lawry,laurance,0.866666667,male
lawry,lannie,0.933333333,male
lawry,larry,1,male
laz,lazarus,1,male
lazarus,laz,1,male
lee,leigh,1,male
leicester,lester,1,male
leigh,lee,1,male
len,lennard,0.1,male
len,lenard,0.2,male
len,lenn,0.3,male
len,leo,0.4,male
len,leonhard,0.5,male
len,leonardo,0.6,male
len,leonard,0.7,male
len,leon,0.8,male
len,lenny,0.9,male
len,lennie,1,male
lenard,lennard,0.1,male
lenard,lenn,0.2,male
lenard,len,0.3,male
lenard,leo,0.4,male
lenard,leonhard,0.5,male
lenard,leonardo,0.6,male
lenard,leonard,0.7,male
lenard,leon,0.8,male
lenard,lenny,0.9,male
lenard,lennie,1,male
lenn,lennard,0.1,male
lenn,lenard,0.2,male
lenn,len,0.3,male
lenn,leo,0.4,male
lenn,leonhard,0.5,male
lenn,leonardo,0.6,male
lenn,leonard,0.7,male
lenn,leon,0.8,male
lenn,lenny,0.9,male
lenn,lennie,1,male
lennard,lenard,0.1,male
lennard,lenn,0.2,male
lennard,len,0.3,male
lennard,leo,0.4,male
lennard,leonhard,0.5,male
lennard,leonardo,0.6,male
lennard,leonard,0.7,male
lennard,leon,0.8,male
lennard,lenny,0.9,male
lennard,lennie,1,male
lennie,lennard,0.1,male
lennie,lenard,0.2,male
lennie,lenn,0.3,male
lennie,len,0.4,male
lennie,leo,0.5,male
lennie,leonhard,0.6,male
lennie,leonardo,0.7,male
lennie,leonard,0.8,male
lennie,leon,0.9,male
lennie,lenny,1,male
lenny,lennard,0.1,male
lenny,lenard,0.2,male
lenny,lenn,0.3,male
lenny,len,0.4,male
lenny,leo,0.5,male
lenny,leonhard,0.6,male
lenny,leonardo,0.7,male
lenny,leonard,0.8,male
lenny,leon,0.9,male
lenny,lennie,1,male
leo,lennard,0.1,male
leo,lenard,0.2,male
leo,lenn,0.3,male
leo,len,0.4,male
leo,leonhard,0.5,male
leo,leonardo,0.6,male
leo,leonard,0.7,male
leo,leon,0.8,male
leo,lenny,0.9,male
leo,lennie,1,male
leon,lennard,0.1,male
leon,lenard,0.2,male
leon,lenn,0.3,male
leon,len,0.4,male
leon,leo,0.5,male
leon,leonhard,0.6,male
leon,leonardo,0.7,male
leon,leonard,0.8,male
leon,lenny,0.9,male
leon,lennie,1,male
leonard,lennard,0.1,male
leonard,lenard,0.2,male
leonard,lenn,0.3,male
leonard,len,0.4,male
leonard,leo,0.5,male
leonard,leonhard,0.6,male
leonard,leonardo,0.7,male
leonard,leon,0.8,male
leonard,lenny,0.9,male
leonard,lennie,1,male
leonardo,lennard,0.1,male
leonardo,lenard,0.2,male
leonardo,lenn,0.3,male
leonardo,len,0.4,male
leonardo,leo,0.5,male
leonardo,leonhard,0.6,male
leonardo,leonard,0.7,male
leonardo,leon,0.8,male
leonardo,lenny,0.9,male
leonardo,lennie,1,male
leonhard,lennard,0.1,male
leonhard,lenard,0.2,male
leonhard,lenn,0.3,male
leonhard,len,0.4,male
leonhard,leo,0.5,male
leonhard,leonardo,0.6,male
leonhard,leonard,0.7,male
leonhard,leon,0.8,male
leonhard,lenny,0.9,male
leonhard,lennie,1,male
leroy,roi,1,male
les,lesley,0.2,male
les,leslie,0.4,male
les,lesleigh,0.6,male
les,leslee,0.8,male
les,leslei,1,male
leslee,lesley,0.2,male
leslee,leslie,0.4,male
leslee,lesleigh,0.6,male
leslee,leslei,0.8,male
leslee,les,1,male
leslei,lesley,0.2,male
leslei,leslie,0.4,male
leslei,lesleigh,0.6,male
leslei,leslee,0.8,male
leslei,les,1,male
lesleigh,lesley,0.2,male
lesleigh,leslie,0.4,male
lesleigh,leslee,0.6,male
lesleigh,leslei,0.8,male
lesleigh,les,1,male
lesley,leslie,0.2,male
lesley,lesleigh,0.4,male
lesley,leslee,0.6,male
lesley,leslei,0.8,male
lesley,les,1,male
leslie,lesley,0.2,male
leslie,lesleigh,0.4,male
leslie,leslee,0.6,male
leslie,leslei,0.8,male
leslie,les,1,male
lester,leicester,1,male
lew,luigi,0.125,male
lew,ludwig,0.25,male
lew,lou,0.375,male
lew,louis,0.5,male
lew,loui,0.625,male
lew,lewis,0.75,male
lew,lodovico,0.875,male
lew,aloysius,1,male
lewis,luigi,0.125,male
lewis,ludwig,0.25,male
lewis,lou,0.375,male
lewis,louis,0.5,male
lewis,loui,0.625,male
lewis,lodovico,0.75,male
lewis,lew,0.875,male
lewis,aloysius,1,male
lexi,alexi,0.083333333,male
lexi,alick,0.166666667,male
lexi,alexnder,0.25,male
lexi,alexandrovi,0.333333333,male
lexi,alexandros,0.416666667,male
lexi,alexandre,0.5,male
lexi,alexander,0.583333333,male
lexi,alessandro,0.666666667,male
lexi,aleksandr,0.75,male
lexi,aleksander,0.833333333,male
lexi,aleksandar,0.916666667,male
lexi,alec,1,male
lic,lucas,0.142857143,male
lic,luke,0.285714286,male
lic,lukas,0.428571429,male
lic,luka,0.571428571,male
lic,lucian,0.714285714,male
lic,luca,0.857142857,male
lic,luc,1,male
lodovico,luigi,0.125,male
lodovico,ludwig,0.25,male
lodovico,lou,0.375,male
lodovico,louis,0.5,male
lodovico,loui,0.625,male
lodovico,lewis,0.75,male
lodovico,lew,0.875,male
lodovico,aloysius,1,male
lorence,lorenz,0.066666667,male
lorence,lorrie,0.133333333,male
lorence,lawrie,0.2,male
lorence,lawry,0.266666667,male
lorence,lawrence,0.333333333,male
lorence,laurens,0.4,male
lorence,laurie,0.466666667,male
lorence,laurenz,0.533333333,male
lorence,laurence,0.6,male
lorence,lourence,0.666666667,male
lorence,lars,0.733333333,male
lorence,lary,0.8,male
lorence,laurance,0.866666667,male
lorence,lannie,0.933333333,male
lorence,larry,1,male
lorenz,lorence,0.066666667,male
lorenz,lorrie,0.133333333,male
lorenz,lawrie,0.2,male
lorenz,lawry,0.266666667,male
lorenz,lawrence,0.333333333,male
lorenz,laurens,0.4,male
lorenz,laurie,0.466666667,male
lorenz,laurenz,0.533333333,male
lorenz,laurence,0.6,male
lorenz,lourence,0.666666667,male
lorenz,lars,0.733333333,male
lorenz,lary,0.8,male
lorenz,laurance,0.866666667,male
lorenz,lannie,0.933333333,male
lorenz,larry,1,male
lorrie,lorenz,0.066666667,male
lorrie,lorence,0.133333333,male
lorrie,lawrie,0.2,male
lorrie,lawry,0.266666667,male
lorrie,lawrence,0.333333333,male
lorrie,laurens,0.4,male
lorrie,laurie,0.466666667,male
lorrie,laurenz,0.533333333,male
lorrie,laurence,0.6,male
lorrie,lourence,0.666666667,male
lorrie,lars,0.733333333,male
lorrie,lary,0.8,male
lorrie,laurance,0.866666667,male
lorrie,lannie,0.933333333,male
lorrie,larry,1,male
lou,luigi,0.125,male
lou,ludwig,0.25,male
lou,louis,0.375,male
lou,loui,0.5,male
lou,lewis,0.625,male
lou,lodovico,0.75,male
lou,lew,0.875,male
lou,aloysius,1,male
loui,luigi,0.125,male
loui,ludwig,0.25,male
loui,lou,0.375,male
loui,louis,0.5,male
loui,lewis,0.625,male
loui,lodovico,0.75,male
loui,lew,0.875,male
loui,aloysius,1,male
louis,luigi,0.125,male
louis,ludwig,0.25,male
louis,lou,0.375,male
louis,loui,0.5,male
louis,lewis,0.625,male
louis,lodovico,0.75,male
louis,lew,0.875,male
louis,aloysius,1,male
lourence,lorenz,0.066666667,male
lourence,lorence,0.133333333,male
lourence,lorrie,0.2,male
lourence,lawrie,0.266666667,male
lourence,lawry,0.333333333,male
lourence,lawrence,0.4,male
lourence,laurens,0.466666667,male
lourence,laurie,0.533333333,male
lourence,laurenz,0.6,male
lourence,laurence,0.666666667,male
lourence,lars,0.733333333,male
lourence,lary,0.8,male
lourence,laurance,0.866666667,male
lourence,lannie,0.933333333,male
lourence,larry,1,male
luc,lucas,0.142857143,male
luc,luke,0.285714286,male
luc,lukas,0.428571429,male
luc,luka,0.571428571,male
luc,lucian,0.714285714,male
luc,luca,0.857142857,male
luc,lic,1,male
luca,lucas,0.142857143,male
luca,luke,0.285714286,male
luca,lukas,0.428571429,male
luca,luka,0.571428571,male
luca,lucian,0.714285714,male
luca,luc,0.857142857,male
luca,lic,1,male
lucas,luke,0.142857143,male
lucas,lukas,0.285714286,male
lucas,luka,0.428571429,male
lucas,lucian,0.571428571,male
lucas,luca,0.714285714,male
lucas,luc,0.857142857,male
lucas,lic,1,male
lucian,lucas,0.142857143,male
lucian,luke,0.285714286,male
lucian,lukas,0.428571429,male
lucian,luka,0.571428571,male
lucian,luca,0.714285714,male
lucian,luc,0.857142857,male
lucian,lic,1,male
ludwig,luigi,0.125,male
ludwig,lou,0.25,male
ludwig,louis,0.375,male
ludwig,loui,0.5,male
ludwig,lewis,0.625,male
ludwig,lodovico,0.75,male
ludwig,lew,0.875,male
ludwig,aloysius,1,male
luigi,ludwig,0.125,male
luigi,lou,0.25,male
luigi,louis,0.375,male
luigi,loui,0.5,male
luigi,lewis,0.625,male
luigi,lodovico,0.75,male
luigi,lew,0.875,male
luigi,aloysius,1,male
luka,lucas,0.142857143,male
luka,luke,0.285714286,male
luka,lukas,0.428571429,male
luka,lucian,0.571428571,male
luka,luca,0.714285714,male
luka,luc,0.857142857,male
luka,lic,1,male
lukas,lucas,0.142857143,male
lukas,luke,0.285714286,male
lukas,luka,0.428571429,male
lukas,lucian,0.571428571,male
lukas,luca,0.714285714,male
lukas,luc,0.857142857,male
lukas,lic,1,male
luke,lucas,0.142857143,male
luke,lukas,0.285714286,male
luke,luka,0.428571429,male
luke,lucian,0.571428571,male
luke,luca,0.714285714,male
luke,luc,0.857142857,male
luke,lic,1,male
mackenzie,makenzie,1,male
mackinley,makinley,1,male
makenzie,mackenzie,1,male
makinley,mackinley,1,male
mal,malcom,0.333333333,male
mal,malcolm,0.666666667,male
mal,calum,1,male
malcolm,malcom,0.333333333,male
malcolm,mal,0.666666667,male
malcolm,calum,1,male
malcom,malcolm,0.333333333,male
malcom,mal,0.666666667,male
malcom,calum,1,male
mannie,emmanuel,0.25,male
mannie,emanuelle,0.5,male
mannie,emanuele,0.75,male
mannie,emanuel,1,male
marc,mark,0.5,male
marc,marco,1,male
marco,mark,0.5,male
marco,marc,1,male
marcus,markus,1,male
marius,mariusz,1,male
mariusz,marius,1,male
mark,marc,0.5,male
mark,marco,1,male
markus,marcus,1,male
marten,martino,0.5,male
marten,martin,1,male
martin,martino,0.5,male
martin,marten,1,male
martino,martin,0.5,male
martino,marten,1,male
mat,matthew,0.125,male
mat,mattheus,0.25,male
mat,matteo,0.375,male
mat,matt,0.5,male
mat,mathias,0.625,male
mat,mathews,0.75,male
mat,mathew,0.875,male
mat,matheus,1,male
matheus,matthew,0.125,male
matheus,mattheus,0.25,male
matheus,matteo,0.375,male
matheus,matt,0.5,male
matheus,mathias,0.625,male
matheus,mathews,0.75,male
matheus,mathew,0.875,male
matheus,mat,1,male
mathew,matthew,0.125,male
mathew,mattheus,0.25,male
mathew,matteo,0.375,male
mathew,matt,0.5,male
mathew,mathias,0.625,male
mathew,mathews,0.75,male
mathew,mat,0.875,male
mathew,matheus,1,male
mathews,matthew,0.125,male
mathews,mattheus,0.25,male
mathews,matteo,0.375,male
mathews,matt,0.5,male
mathews,mathias,0.625,male
mathews,mathew,0.75,male
mathews,mat,0.875,male
mathews,matheus,1,male
mathias,matthew,0.125,male
mathias,mattheus,0.25,male
mathias,matteo,0.375,male
mathias,matt,0.5,male
mathias,mathews,0.625,male
mathias,mathew,0.75,male
mathias,mat,0.875,male
mathias,matheus,1,male
matt,matthew,0.125,male
matt,mattheus,0.25,male
matt,matteo,0.375,male
matt,mathias,0.5,male
matt,mathews,0.625,male
matt,mathew,0.75,male
matt,mat,0.875,male
matt,matheus,1,male
matteo,matthew,0.125,male
matteo,mattheus,0.25,male
matteo,matt,0.375,male
matteo,mathias,0.5,male
matteo,mathews,0.625,male
matteo,mathew,0.75,male
matteo,mat,0.875,male
matteo,matheus,1,male
mattheus,matthew,0.125,male
mattheus,matteo,0.25,male
mattheus,matt,0.375,male
mattheus,mathias,0.5,male
mattheus,mathews,0.625,male
mattheus,mathew,0.75,male
mattheus,mat,0.875,male
mattheus,matheus,1,male
matthew,mattheus,0.125,male
matthew,matteo,0.25,male
matthew,matt,0.375,male
matthew,mathias,0.5,male
matthew,mathews,0.625,male
matthew,mathew,0.75,male
matthew,mat,0.875,male
matthew,matheus,1,male
maurice,maurits,1,male
maurits,maurice,1,male
max,maxwell,0.333333333,male
max,maximillan,0.666666667,male
max,maxim,1,male
maxim,max,0.333333333,male
maxim,maxwell,0.666666667,male
maxim,maximillan,1,male
maximillan,max,0.333333333,male
maximillan,maxwell,0.666666667,male
maximillan,maxim,1,male
maxwell,max,0.333333333,male
maxwell,maximillan,0.666666667,male
maxwell,maxim,1,male
mica,mike,0.333333333,male
mica,michael,0.666666667,male
mica,micah,1,male
micah,mike,0.333333333,male
micah,michael,0.666666667,male
micah,mica,1,male
michael,mike,0.333333333,male
michael,micah,0.666666667,male
michael,mica,1,male
mike,michael,0.333333333,male
mike,micah,0.666666667,male
mike,mica,1,male
mohamad,mohammad,1,male
mohammad,mohamad,1,male
neal,niels,0.166666667,male
neal,neill,0.333333333,male
neal,neil,0.5,male
neal,neale,0.666666667,male
neal,gniel,0.833333333,male
neal,gneil,1,male
neale,niels,0.166666667,male
neale,neill,0.333333333,male
neale,neil,0.5,male
neale,neal,0.666666667,male
neale,gniel,0.833333333,male
neale,gneil,1,male
ned,ted,0.066666667,male
ned,edwin,0.133333333,male
ned,edwark,0.2,male
ned,edwards,0.266666667,male
ned,edward,0.333333333,male
ned,eduardo,0.4,male
ned,teddie,0.466666667,male
ned,edmund,0.533333333,male
ned,edmond,0.6,male
ned,edgar,0.666666667,male
ned,eddy,0.733333333,male
ned,eddie,0.8,male
ned,edd,0.866666667,male
ned,ed,0.933333333,male
ned,edw,1,male
neil,niels,0.166666667,male
neil,neill,0.333333333,male
neil,neale,0.5,male
neil,neal,0.666666667,male
neil,gniel,0.833333333,male
neil,gneil,1,male
neill,niels,0.166666667,male
neill,neil,0.333333333,male
neill,neale,0.5,male
neill,neal,0.666666667,male
neill,gniel,0.833333333,male
neill,gneil,1,male
nevil,neville,1,male
neville,nevil,1,male
nic,nicolhas,0.076923077,male
nic,nicolas,0.153846154,male
nic,nicolaas,0.230769231,male
nic,nicol,0.307692308,male
nic,nicklas,0.384615385,male
nic,nicklaas,0.461538462,male
nic,nick,0.538461538,male
nic,nicolo,0.615384615,male
nic,nicholas,0.692307692,male
nic,nichalas,0.769230769,male
nic,klaus,0.846153846,male
nic,cole,0.923076923,male
nic,claus,1,male
nichalas,nicolhas,0.076923077,male
nichalas,nicolas,0.153846154,male
nichalas,nicolaas,0.230769231,male
nichalas,nicol,0.307692308,male
nichalas,nicklas,0.384615385,male
nichalas,nicklaas,0.461538462,male
nichalas,nick,0.538461538,male
nichalas,nicolo,0.615384615,male
nichalas,nicholas,0.692307692,male
nichalas,nic,0.769230769,male
nichalas,klaus,0.846153846,male
nichalas,cole,0.923076923,male
nichalas,claus,1,male
nicholas,nicolhas,0.076923077,male
nicholas,nicolas,0.153846154,male
nicholas,nicolaas,0.230769231,male
nicholas,nicol,0.307692308,male
nicholas,nicklas,0.384615385,male
nicholas,nicklaas,0.461538462,male
nicholas,nick,0.538461538,male
nicholas,nicolo,0.615384615,male
nicholas,nichalas,0.692307692,male
nicholas,nic,0.769230769,male
nicholas,klaus,0.846153846,male
nicholas,cole,0.923076923,male
nicholas,claus,1,male
nick,nicolhas,0.076923077,male
nick,nicolas,0.153846154,male
nick,nicolaas,0.230769231,male
nick,nicol,0.307692308,male
nick,nicklas,0.384615385,male
nick,nicklaas,0.461538462,male
nick,nicolo,0.538461538,male
nick,nicholas,0.615384615,male
nick,nichalas,0.692307692,male
nick,nic,0.769230769,male
nick,klaus,0.846153846,male
nick,cole,0.923076923,male
nick,claus,1,male
nicklaas,nicolhas,0.076923077,male
nicklaas,nicolas,0.153846154,male
nicklaas,nicolaas,0.230769231,male
nicklaas,nicol,0.307692308,male
nicklaas,nicklas,0.384615385,male
nicklaas,nick,0.461538462,male
nicklaas,nicolo,0.538461538,male
nicklaas,nicholas,0.615384615,male
nicklaas,nichalas,0.692307692,male
nicklaas,nic,0.769230769,male
nicklaas,klaus,0.846153846,male
nicklaas,cole,0.923076923,male
nicklaas,claus,1,male
nicklas,nicolhas,0.076923077,male
nicklas,nicolas,0.153846154,male
nicklas,nicolaas,0.230769231,male
nicklas,nicol,0.307692308,male
nicklas,nicklaas,0.384615385,male
nicklas,nick,0.461538462,male
nicklas,nicolo,0.538461538,male
nicklas,nicholas,0.615384615,male
nicklas,nichalas,0.692307692,male
nicklas,nic,0.769230769,male
nicklas,klaus,0.846153846,male
nicklas,cole,0.923076923,male
nicklas,claus,1,male
nicol,nicolhas,0.076923077,male
nicol,nicolas,0.153846154,male
nicol,nicolaas,0.230769231,male
nicol,nicklas,0.307692308,male
nicol,nicklaas,0.384615385,male
nicol,nick,0.461538462,male
nicol,nicolo,0.538461538,male
nicol,nicholas,0.615384615,male
nicol,nichalas,0.692307692,male
nicol,nic,0.769230769,male
nicol,klaus,0.846153846,male
nicol,cole,0.923076923,male
nicol,claus,1,male
nicolaas,nicolhas,0.076923077,male
nicolaas,nicolas,0.153846154,male
nicolaas,nicol,0.230769231,male
nicolaas,nicklas,0.307692308,male
nicolaas,nicklaas,0.384615385,male
nicolaas,nick,0.461538462,male
nicolaas,nicolo,0.538461538,male
nicolaas,nicholas,0.615384615,male
nicolaas,nichalas,0.692307692,male
nicolaas,nic,0.769230769,male
nicolaas,klaus,0.846153846,male
nicolaas,cole,0.923076923,male
nicolaas,claus,1,male
nicolas,nicolhas,0.076923077,male
nicolas,nicolaas,0.153846154,male
nicolas,nicol,0.230769231,male
nicolas,nicklas,0.307692308,male
nicolas,nicklaas,0.384615385,male
nicolas,nick,0.461538462,male
nicolas,nicolo,0.538461538,male
nicolas,nicholas,0.615384615,male
nicolas,nichalas,0.692307692,male
nicolas,nic,0.769230769,male
nicolas,klaus,0.846153846,male
nicolas,cole,0.923076923,male
nicolas,claus,1,male
nicolhas,nicolas,0.076923077,male
nicolhas,nicolaas,0.153846154,male
nicolhas,nicol,0.230769231,male
nicolhas,nicklas,0.307692308,male
nicolhas,nicklaas,0.384615385,male
nicolhas,nick,0.461538462,male
nicolhas,nicolo,0.538461538,male
nicolhas,nicholas,0.615384615,male
nicolhas,nichalas,0.692307692,male
nicolhas,nic,0.769230769,male
nicolhas,klaus,0.846153846,male
nicolhas,cole,0.923076923,male
nicolhas,claus,1,male
nicolo,nicolhas,0.076923077,male
nicolo,nicolas,0.153846154,male
nicolo,nicolaas,0.230769231,male
nicolo,nicol,0.307692308,male
nicolo,nicklas,0.384615385,male
nicolo,nicklaas,0.461538462,male
nicolo,nick,0.538461538,male
nicolo,nicholas,0.615384615,male
nicolo,nichalas,0.692307692,male
nicolo,nic,0.769230769,male
nicolo,klaus,0.846153846,male
nicolo,cole,0.923076923,male
nicolo,claus,1,male
niels,neill,0.166666667,male
niels,neil,0.333333333,male
niels,neale,0.5,male
niels,neal,0.666666667,male
niels,gniel,0.833333333,male
niels,gneil,1,male
noel,nolan,0.5,male
noel,noelland,1,male
noelland,nolan,0.5,male
noelland,noel,1,male
nolan,noelland,0.5,male
nolan,noel,1,male
norm,norman,1,male
norman,norm,1,male
oli,ollie,0.333333333,male
oli,oliver,0.666666667,male
oli,olie,1,male
olie,ollie,0.333333333,male
olie,oliver,0.666666667,male
olie,oli,1,male
oliver,ollie,0.333333333,male
oliver,olie,0.666666667,male
oliver,oli,1,male
ollie,oliver,0.333333333,male
ollie,olie,0.666666667,male
ollie,oli,1,male
orlando,rolly,0.142857143,male
orlando,rollo,0.285714286,male
orlando,rollie,0.428571429,male
orlando,rolland,0.571428571,male
orlando,rolando,0.714285714,male
orlando,roland,0.857142857,male
orlando,roalan,1,male
oscar,ozzie,0.5,male
oscar,ossie,1,male
ossie,ozzie,0.5,male
ossie,oscar,1,male
ozzie,ossie,0.5,male
ozzie,oscar,1,male
pablo,paul,1,male
paddy,patrick,0.5,male
paddy,pat,1,male
pat,patrick,0.5,male
pat,paddy,1,male
patrick,pat,0.5,male
patrick,paddy,1,male
paul,pablo,1,male
pedro,pieter,0.142857143,male
pedro,piedro,0.285714286,male
pedro,petro,0.428571429,male
pedro,peter,0.571428571,male
pedro,petee,0.714285714,male
pedro,pete,0.857142857,male
pedro,perre,1,male
perc,percy,0.333333333,male
perc,percival,0.666666667,male
perc,perceval,1,male
perceval,percy,0.333333333,male
perceval,percival,0.666666667,male
perceval,perc,1,male
percival,percy,0.333333333,male
percival,perceval,0.666666667,male
percival,perc,1,male
percy,percival,0.333333333,male
percy,perceval,0.666666667,male
percy,perc,1,male
perre,pieter,0.142857143,male
perre,piedro,0.285714286,male
perre,petro,0.428571429,male
perre,peter,0.571428571,male
perre,petee,0.714285714,male
perre,pete,0.857142857,male
perre,pedro,1,male
pete,pieter,0.142857143,male
pete,piedro,0.285714286,male
pete,petro,0.428571429,male
pete,peter,0.571428571,male
pete,petee,0.714285714,male
pete,perre,0.857142857,male
pete,pedro,1,male
petee,pieter,0.142857143,male
petee,piedro,0.285714286,male
petee,petro,0.428571429,male
petee,peter,0.571428571,male
petee,pete,0.714285714,male
petee,perre,0.857142857,male
petee,pedro,1,male
peter,pieter,0.142857143,male
peter,piedro,0.285714286,male
peter,petro,0.428571429,male
peter,petee,0.571428571,male
peter,pete,0.714285714,male
peter,perre,0.857142857,male
peter,pedro,1,male
petro,pieter,0.142857143,male
petro,piedro,0.285714286,male
petro,peter,0.428571429,male
petro,petee,0.571428571,male
petro,pete,0.714285714,male
petro,perre,0.857142857,male
petro,pedro,1,male
phil,phillipp,0.1,male
phil,phillip,0.2,male
phil,philipps,0.3,male
phil,philipp,0.4,male
phil,philip,0.5,male
phil,filippo,0.6,male
phil,phillipps,0.7,male
phil,filip,0.8,male
phil,felipa,0.9,male
phil,felip,1,male
philip,phillipp,0.1,male
philip,phillip,0.2,male
philip,philipps,0.3,male
philip,philipp,0.4,male
philip,phil,0.5,male
philip,filippo,0.6,male
philip,phillipps,0.7,male
philip,filip,0.8,male
philip,felipa,0.9,male
philip,felip,1,male
philipp,phillipp,0.1,male
philipp,phillip,0.2,male
philipp,philipps,0.3,male
philipp,philip,0.4,male
philipp,phil,0.5,male
philipp,filippo,0.6,male
philipp,phillipps,0.7,male
philipp,filip,0.8,male
philipp,felipa,0.9,male
philipp,felip,1,male
philipps,phillipp,0.1,male
philipps,phillip,0.2,male
philipps,philipp,0.3,male
philipps,philip,0.4,male
philipps,phil,0.5,male
philipps,filippo,0.6,male
philipps,phillipps,0.7,male
philipps,filip,0.8,male
philipps,felipa,0.9,male
philipps,felip,1,male
phillip,phillipp,0.1,male
phillip,philipps,0.2,male
phillip,philipp,0.3,male
phillip,philip,0.4,male
phillip,phil,0.5,male
phillip,filippo,0.6,male
phillip,phillipps,0.7,male
phillip,filip,0.8,male
phillip,felipa,0.9,male
phillip,felip,1,male
phillipp,phillip,0.1,male
phillipp,philipps,0.2,male
phillipp,philipp,0.3,male
phillipp,philip,0.4,male
phillipp,phil,0.5,male
phillipp,filippo,0.6,male
phillipp,phillipps,0.7,male
phillipp,filip,0.8,male
phillipp,felipa,0.9,male
phillipp,felip,1,male
phillipps,phillipp,0.1,male
phillipps,phillip,0.2,male
phillipps,philipps,0.3,male
phillipps,philipp,0.4,male
phillipps,philip,0.5,male
phillipps,phil,0.6,male
