lastname,freq,race
mayberry,6.85E-05,Black (not Hispanic)
mayer,6.85E-05,Black (not Hispanic)
mayhan,6.85E-05,Black (not Hispanic)
mayhew,6.85E-05,Black (not Hispanic)
maynard,6.85E-05,Black (not Hispanic)
mayshack,6.85E-05,Black (not Hispanic)
maziel,6.85E-05,Black (not Hispanic)
mazion,6.85E-05,Black (not Hispanic)
mazique,6.85E-05,Black (not Hispanic)
mazyck jr,6.85E-05,Black (not Hispanic)
mbasi-botuli,6.85E-05,Black (not Hispanic)
mbasi-mwanke,6.85E-05,Black (not Hispanic)
mbengue,6.85E-05,Black (not Hispanic)
mbugua,6.85E-05,Black (not Hispanic)
mc carter,6.85E-05,Black (not Hispanic)
mc clelland,6.85E-05,Black (not Hispanic)
mc gee,6.85E-05,Black (not Hispanic)
mc gilchrist,6.85E-05,Black (not Hispanic)
mcadory,6.85E-05,Black (not Hispanic)
mcallister,6.85E-05,Black (not Hispanic)
mcallister-ziegler,6.85E-05,Black (not Hispanic)
mcandrew,6.85E-05,Black (not Hispanic)
mcbryde,6.85E-05,Black (not Hispanic)
mccabe,6.85E-05,Black (not Hispanic)
mccaden,6.85E-05,Black (not Hispanic)
mccaine,6.85E-05,Black (not Hispanic)
mccaleb,6.85E-05,Black (not Hispanic)
mccaney,6.85E-05,Black (not Hispanic)
mccann,6.85E-05,Black (not Hispanic)
mccants,6.85E-05,Black (not Hispanic)
mccarthy,6.85E-05,Black (not Hispanic)
mccarty,6.85E-05,Black (not Hispanic)
mccary,6.85E-05,Black (not Hispanic)
mccathen,6.85E-05,Black (not Hispanic)
mccaune,6.85E-05,Black (not Hispanic)
mcchriston,6.85E-05,Black (not Hispanic)
mcclarie,6.85E-05,Black (not Hispanic)
mcclease-borden,6.85E-05,Black (not Hispanic)
mcclinton,6.85E-05,Black (not Hispanic)
mccomb,6.85E-05,Black (not Hispanic)
mccord,6.85E-05,Black (not Hispanic)
mccowan,6.85E-05,Black (not Hispanic)
mccowan-voker,6.85E-05,Black (not Hispanic)
mccoy jr,6.85E-05,Black (not Hispanic)
mccoy torrance,6.85E-05,Black (not Hispanic)
mccracken,6.85E-05,Black (not Hispanic)
mccrae,6.85E-05,Black (not Hispanic)
mccrary,6.85E-05,Black (not Hispanic)
mccreary,6.85E-05,Black (not Hispanic)
mcculley,6.85E-05,Black (not Hispanic)
mcdade,6.85E-05,Black (not Hispanic)
mcdermott,6.85E-05,Black (not Hispanic)
mcdonald-brown,6.85E-05,Black (not Hispanic)
mcdonald landers,6.85E-05,Black (not Hispanic)
mcduff,6.85E-05,Black (not Hispanic)
mcelroy-brown,6.85E-05,Black (not Hispanic)
mcelvaine,6.85E-05,Black (not Hispanic)
mcfadden,6.85E-05,Black (not Hispanic)
mcfail,6.85E-05,Black (not Hispanic)
mcfalls-brothers,6.85E-05,Black (not Hispanic)
mcfarlane,6.85E-05,Black (not Hispanic)
mcgary,6.85E-05,Black (not Hispanic)
mcgillivary,6.85E-05,Black (not Hispanic)
mcglothin,6.85E-05,Black (not Hispanic)
mcgoveran,6.85E-05,Black (not Hispanic)
mcgrath,6.85E-05,Black (not Hispanic)
mcgregor,6.85E-05,Black (not Hispanic)
mcgrew,6.85E-05,Black (not Hispanic)
mcgrone,6.85E-05,Black (not Hispanic)
mckelvin,6.85E-05,Black (not Hispanic)
mckeon,6.85E-05,Black (not Hispanic)
mckethern,6.85E-05,Black (not Hispanic)
mckinney-simmons,6.85E-05,Black (not Hispanic)
mckisson,6.85E-05,Black (not Hispanic)
mckiver,6.85E-05,Black (not Hispanic)
mckoy,6.85E-05,Black (not Hispanic)
mcleain,6.85E-05,Black (not Hispanic)
mclennan,6.85E-05,Black (not Hispanic)
mclin,6.85E-05,Black (not Hispanic)
mcmillian,6.85E-05,Black (not Hispanic)
mcmillin,6.85E-05,Black (not Hispanic)
mcmillion,6.85E-05,Black (not Hispanic)
mcmillion-colbert,6.85E-05,Black (not Hispanic)
mcmurray,6.85E-05,Black (not Hispanic)
mcmurry,6.85E-05,Black (not Hispanic)
mcneace,6.85E-05,Black (not Hispanic)
mcnear,6.85E-05,Black (not Hispanic)
mcphate,6.85E-05,Black (not Hispanic)
mcqueen,6.85E-05,Black (not Hispanic)
mcqueen-rhodes,6.85E-05,Black (not Hispanic)
mcroberts,6.85E-05,Black (not Hispanic)
mcwade,6.85E-05,Black (not Hispanic)
mcwhorter,6.85E-05,Black (not Hispanic)
meadows,6.85E-05,Black (not Hispanic)
means,6.85E-05,Black (not Hispanic)
medema,6.85E-05,Black (not Hispanic)
medlock,6.85E-05,Black (not Hispanic)
meek,6.85E-05,Black (not Hispanic)
meeker,6.85E-05,Black (not Hispanic)
melesse,6.85E-05,Black (not Hispanic)
melott,6.85E-05,Black (not Hispanic)
mender,6.85E-05,Black (not Hispanic)
mendez-johnson,6.85E-05,Black (not Hispanic)
mendez-paige,6.85E-05,Black (not Hispanic)
mensah-bonsu,6.85E-05,Black (not Hispanic)
merced,6.85E-05,Black (not Hispanic)
mercer,6.85E-05,Black (not Hispanic)
meredith,6.85E-05,Black (not Hispanic)
mergerson,6.85E-05,Black (not Hispanic)
mergia,6.85E-05,Black (not Hispanic)
meridy,6.85E-05,Black (not Hispanic)
merritt jr,6.85E-05,Black (not Hispanic)
mershon,6.85E-05,Black (not Hispanic)
meseke,6.85E-05,Black (not Hispanic)
messle,6.85E-05,Black (not Hispanic)
metcalf-small,6.85E-05,Black (not Hispanic)
metcalf small,6.85E-05,Black (not Hispanic)
metcalfe,6.85E-05,Black (not Hispanic)
metellus,6.85E-05,Black (not Hispanic)
metzger,6.85E-05,Black (not Hispanic)
meyers,6.85E-05,Black (not Hispanic)
miale,6.85E-05,Black (not Hispanic)
michael,6.85E-05,Black (not Hispanic)
middlebrooks,6.85E-05,Black (not Hispanic)
middlestadt,6.85E-05,Black (not Hispanic)
middleton,6.85E-05,Black (not Hispanic)
midgett-carriaga,6.85E-05,Black (not Hispanic)
mike iv,6.85E-05,Black (not Hispanic)
milan,6.85E-05,Black (not Hispanic)
mileon,6.85E-05,Black (not Hispanic)
miles-groce,6.85E-05,Black (not Hispanic)
miles iii,6.85E-05,Black (not Hispanic)
millen,6.85E-05,Black (not Hispanic)
milliner,6.85E-05,Black (not Hispanic)
mills green,6.85E-05,Black (not Hispanic)
milne,6.85E-05,Black (not Hispanic)
milton-brewer,6.85E-05,Black (not Hispanic)
minades-simon,6.85E-05,Black (not Hispanic)
minor,6.85E-05,Black (not Hispanic)
mion,6.85E-05,Black (not Hispanic)
mitchell-powell,6.85E-05,Black (not Hispanic)
mitchell cash,6.85E-05,Black (not Hispanic)
mitchell williams,6.85E-05,Black (not Hispanic)
mix,6.85E-05,Black (not Hispanic)
mixon,6.85E-05,Black (not Hispanic)
mizelle,6.85E-05,Black (not Hispanic)
mmopi,6.85E-05,Black (not Hispanic)
mobley,6.85E-05,Black (not Hispanic)
moffit,6.85E-05,Black (not Hispanic)
moffitt lucas,6.85E-05,Black (not Hispanic)
mogliolo,6.85E-05,Black (not Hispanic)
moham,6.85E-05,Black (not Hispanic)
mohammed-keys,6.85E-05,Black (not Hispanic)
mohamud,6.85E-05,Black (not Hispanic)
moise,6.85E-05,Black (not Hispanic)
moland,6.85E-05,Black (not Hispanic)
molett,6.85E-05,Black (not Hispanic)
molina,6.85E-05,Black (not Hispanic)
molock-sanders,6.85E-05,Black (not Hispanic)
mondhink,6.85E-05,Black (not Hispanic)
mondine,6.85E-05,Black (not Hispanic)
monie,6.85E-05,Black (not Hispanic)
monk,6.85E-05,Black (not Hispanic)
monteiro,6.85E-05,Black (not Hispanic)
monterrosa,6.85E-05,Black (not Hispanic)
montiel,6.85E-05,Black (not Hispanic)
montrey,6.85E-05,Black (not Hispanic)
mooney,6.85E-05,Black (not Hispanic)
moore iv,6.85E-05,Black (not Hispanic)
moore jr,6.85E-05,Black (not Hispanic)
moorehead,6.85E-05,Black (not Hispanic)
moorer,6.85E-05,Black (not Hispanic)
mootry,6.85E-05,Black (not Hispanic)
mooty,6.85E-05,Black (not Hispanic)
moreau,6.85E-05,Black (not Hispanic)
morehead,6.85E-05,Black (not Hispanic)
moreno,6.85E-05,Black (not Hispanic)
morford,6.85E-05,Black (not Hispanic)
morris-reed,6.85E-05,Black (not Hispanic)
morris mabry,6.85E-05,Black (not Hispanic)
morrison-cook,6.85E-05,Black (not Hispanic)
morrison-howze,6.85E-05,Black (not Hispanic)
mosby,6.85E-05,Black (not Hispanic)
mosby-beckworth,6.85E-05,Black (not Hispanic)
mosher,6.85E-05,Black (not Hispanic)
moten,6.85E-05,Black (not Hispanic)
motlong,6.85E-05,Black (not Hispanic)
moton,6.85E-05,Black (not Hispanic)
moulton jr,6.85E-05,Black (not Hispanic)
moultrie,6.85E-05,Black (not Hispanic)
mourning iv,6.85E-05,Black (not Hispanic)
mras,6.85E-05,Black (not Hispanic)
muchi,6.85E-05,Black (not Hispanic)
mudd,6.85E-05,Black (not Hispanic)
mueller,6.85E-05,Black (not Hispanic)
muhudin,6.85E-05,Black (not Hispanic)
mukooza,6.85E-05,Black (not Hispanic)
mulbah,6.85E-05,Black (not Hispanic)
mullen,6.85E-05,Black (not Hispanic)
mullen iii,6.85E-05,Black (not Hispanic)
mullin,6.85E-05,Black (not Hispanic)
mullings,6.85E-05,Black (not Hispanic)
mun williams,6.85E-05,Black (not Hispanic)
munguia-gaschani,6.85E-05,Black (not Hispanic)
munilla-allen,6.85E-05,Black (not Hispanic)
munnerlyn,6.85E-05,Black (not Hispanic)
munsanto,6.85E-05,Black (not Hispanic)
munyore ndengu,6.85E-05,Black (not Hispanic)
murden,6.85E-05,Black (not Hispanic)
murdock,6.85E-05,Black (not Hispanic)
mure,6.85E-05,Black (not Hispanic)
murphy-hayes,6.85E-05,Black (not Hispanic)
murray-cawthorn,6.85E-05,Black (not Hispanic)
murzyn,6.85E-05,Black (not Hispanic)
musa,6.85E-05,Black (not Hispanic)
musimbi,6.85E-05,Black (not Hispanic)
musonda,6.85E-05,Black (not Hispanic)
mustafa,6.85E-05,Black (not Hispanic)
mutagamba,6.85E-05,Black (not Hispanic)
mutahi,6.85E-05,Black (not Hispanic)
mutamba,6.85E-05,Black (not Hispanic)
muwanga,6.85E-05,Black (not Hispanic)
muzeyen,6.85E-05,Black (not Hispanic)
mvogo,6.85E-05,Black (not Hispanic)
mwenebitu,6.85E-05,Black (not Hispanic)
myer,6.85E-05,Black (not Hispanic)
myerson-beard,6.85E-05,Black (not Hispanic)
myles jr,6.85E-05,Black (not Hispanic)
n'dala,6.85E-05,Black (not Hispanic)
n'dianor,6.85E-05,Black (not Hispanic)
naab,6.85E-05,Black (not Hispanic)
nakyanzi,6.85E-05,Black (not Hispanic)
namons,6.85E-05,Black (not Hispanic)
namu-weusi,6.85E-05,Black (not Hispanic)
napue,6.85E-05,Black (not Hispanic)
nash-romby,6.85E-05,Black (not Hispanic)
nasreldin,6.85E-05,Black (not Hispanic)
nathaniel,6.85E-05,Black (not Hispanic)
naylor,6.85E-05,Black (not Hispanic)
nazareta,6.85E-05,Black (not Hispanic)
ndekezi,6.85E-05,Black (not Hispanic)
ndiaye,6.85E-05,Black (not Hispanic)
ndongala,6.85E-05,Black (not Hispanic)
nealy,6.85E-05,Black (not Hispanic)
ned,6.85E-05,Black (not Hispanic)
ned iii,6.85E-05,Black (not Hispanic)
neely johnson,6.85E-05,Black (not Hispanic)
negasi,6.85E-05,Black (not Hispanic)
neighbors,6.85E-05,Black (not Hispanic)
neill,6.85E-05,Black (not Hispanic)
nelan,6.85E-05,Black (not Hispanic)
nellum,6.85E-05,Black (not Hispanic)
neloms,6.85E-05,Black (not Hispanic)
nelson iii,6.85E-05,Black (not Hispanic)
nemomsa,6.85E-05,Black (not Hispanic)
nere,6.85E-05,Black (not Hispanic)
nesbitt,6.85E-05,Black (not Hispanic)
nesby jr,6.85E-05,Black (not Hispanic)
nesenson,6.85E-05,Black (not Hispanic)
nevares,6.85E-05,Black (not Hispanic)
nevarez,6.85E-05,Black (not Hispanic)
newberry,6.85E-05,Black (not Hispanic)
newbill,6.85E-05,Black (not Hispanic)
newell,6.85E-05,Black (not Hispanic)
newman,6.85E-05,Black (not Hispanic)
newsom ii,6.85E-05,Black (not Hispanic)
newsome,6.85E-05,Black (not Hispanic)
newsum schoenberg,6.85E-05,Black (not Hispanic)
newton iii,6.85E-05,Black (not Hispanic)
neyland,6.85E-05,Black (not Hispanic)
ngochi,6.85E-05,Black (not Hispanic)
nguyen,6.85E-05,Black (not Hispanic)
nibler,6.85E-05,Black (not Hispanic)
niblet,6.85E-05,Black (not Hispanic)
nicholas,6.85E-05,Black (not Hispanic)
nicol,6.85E-05,Black (not Hispanic)
nielsen,6.85E-05,Black (not Hispanic)
nieto,6.85E-05,Black (not Hispanic)
nigussie,6.85E-05,Black (not Hispanic)
nigussu,6.85E-05,Black (not Hispanic)
nipper,6.85E-05,Black (not Hispanic)
niswender-zenno,6.85E-05,Black (not Hispanic)
nix,6.85E-05,Black (not Hispanic)
njenga,6.85E-05,Black (not Hispanic)
njeri,6.85E-05,Black (not Hispanic)
noble jr,6.85E-05,Black (not Hispanic)
nobles,6.85E-05,Black (not Hispanic)
nocon,6.85E-05,Black (not Hispanic)
nolan,6.85E-05,Black (not Hispanic)
nolte,6.85E-05,Black (not Hispanic)
novick,6.85E-05,Black (not Hispanic)
ntepp,6.85E-05,Black (not Hispanic)
nuels,6.85E-05,Black (not Hispanic)
nunally,6.85E-05,Black (not Hispanic)
nunnaley,6.85E-05,Black (not Hispanic)
nunnally,6.85E-05,Black (not Hispanic)
nusbaum,6.85E-05,Black (not Hispanic)
nuszer,6.85E-05,Black (not Hispanic)
nwagwu,6.85E-05,Black (not Hispanic)
nweke,6.85E-05,Black (not Hispanic)
nyandoro,6.85E-05,Black (not Hispanic)
nyre,6.85E-05,Black (not Hispanic)
o'hara,6.85E-05,Black (not Hispanic)
o'kain,6.85E-05,Black (not Hispanic)
o'malley,6.85E-05,Black (not Hispanic)
o'neal,6.85E-05,Black (not Hispanic)
oakley,6.85E-05,Black (not Hispanic)
oates,6.85E-05,Black (not Hispanic)
oberosler,6.85E-05,Black (not Hispanic)
ocbamichael,6.85E-05,Black (not Hispanic)
ochalla,6.85E-05,Black (not Hispanic)
ochoa,6.85E-05,Black (not Hispanic)
ocloo,6.85E-05,Black (not Hispanic)
odegard,6.85E-05,Black (not Hispanic)
odem,6.85E-05,Black (not Hispanic)
odia,6.85E-05,Black (not Hispanic)
odifu,6.85E-05,Black (not Hispanic)
odom jr,6.85E-05,Black (not Hispanic)
offord,6.85E-05,Black (not Hispanic)
ofori,6.85E-05,Black (not Hispanic)
ogbaselassie,6.85E-05,Black (not Hispanic)
ogle,6.85E-05,Black (not Hispanic)
ogletree,6.85E-05,Black (not Hispanic)
ogsbury,6.85E-05,Black (not Hispanic)
ogsbury-jones,6.85E-05,Black (not Hispanic)
ogu,6.85E-05,Black (not Hispanic)
ogunremi,6.85E-05,Black (not Hispanic)
oguntuase,6.85E-05,Black (not Hispanic)
oji,6.85E-05,Black (not Hispanic)
okall,6.85E-05,Black (not Hispanic)
okbamicael,6.85E-05,Black (not Hispanic)
ola,6.85E-05,Black (not Hispanic)
olatipo,6.85E-05,Black (not Hispanic)
olay,6.85E-05,Black (not Hispanic)
olguin,6.85E-05,Black (not Hispanic)
olivas,6.85E-05,Black (not Hispanic)
olive,6.85E-05,Black (not Hispanic)
oloyede,6.85E-05,Black (not Hispanic)
olsen,6.85E-05,Black (not Hispanic)
olson-green,6.85E-05,Black (not Hispanic)
oneal,6.85E-05,Black (not Hispanic)
ontiveros ramos,6.85E-05,Black (not Hispanic)
onuoha onyekuru,6.85E-05,Black (not Hispanic)
orgler,6.85E-05,Black (not Hispanic)
orlowske,6.85E-05,Black (not Hispanic)
ortega,6.85E-05,Black (not Hispanic)
osakue,6.85E-05,Black (not Hispanic)
osby,6.85E-05,Black (not Hispanic)
oscars,6.85E-05,Black (not Hispanic)
osuala,6.85E-05,Black (not Hispanic)
oulai,6.85E-05,Black (not Hispanic)
ousley-gude,6.85E-05,Black (not Hispanic)
outlar,6.85E-05,Black (not Hispanic)
outler,6.85E-05,Black (not Hispanic)
overstreet,6.85E-05,Black (not Hispanic)
ovilus,6.85E-05,Black (not Hispanic)
ownsabre,6.85E-05,Black (not Hispanic)
owusu,6.85E-05,Black (not Hispanic)
owusu ansah,6.85E-05,Black (not Hispanic)
packard,6.85E-05,Black (not Hispanic)
padovich,6.85E-05,Black (not Hispanic)
pagliasotti,6.85E-05,Black (not Hispanic)
paillette-richarson,6.85E-05,Black (not Hispanic)
pal,6.85E-05,Black (not Hispanic)
palacio,6.85E-05,Black (not Hispanic)
palmer iv,6.85E-05,Black (not Hispanic)
palmer polk,6.85E-05,Black (not Hispanic)
pamphille,6.85E-05,Black (not Hispanic)
pamplin,6.85E-05,Black (not Hispanic)
papike,6.85E-05,Black (not Hispanic)
paplow,6.85E-05,Black (not Hispanic)
pappas,6.85E-05,Black (not Hispanic)
paris,6.85E-05,Black (not Hispanic)
parkhill,6.85E-05,Black (not Hispanic)
parkinson,6.85E-05,Black (not Hispanic)
parkison,6.85E-05,Black (not Hispanic)
parmlee,6.85E-05,Black (not Hispanic)
parr,6.85E-05,Black (not Hispanic)
parras,6.85E-05,Black (not Hispanic)
parros,6.85E-05,Black (not Hispanic)
parrow,6.85E-05,Black (not Hispanic)
patilla,6.85E-05,Black (not Hispanic)
patten,6.85E-05,Black (not Hispanic)
paulk,6.85E-05,Black (not Hispanic)
pavlovsky,6.85E-05,Black (not Hispanic)
paxtonlyon,6.85E-05,Black (not Hispanic)
paz-forbush,6.85E-05,Black (not Hispanic)
paz-stokes,6.85E-05,Black (not Hispanic)
peacock,6.85E-05,Black (not Hispanic)
peak,6.85E-05,Black (not Hispanic)
peals,6.85E-05,Black (not Hispanic)
pearsall,6.85E-05,Black (not Hispanic)
pearson,6.85E-05,Black (not Hispanic)
pease,6.85E-05,Black (not Hispanic)
peck,6.85E-05,Black (not Hispanic)
pedersen,6.85E-05,Black (not Hispanic)
pedraza,6.85E-05,Black (not Hispanic)
peele,6.85E-05,Black (not Hispanic)
peeples,6.85E-05,Black (not Hispanic)
peltier,6.85E-05,Black (not Hispanic)
pemberton,6.85E-05,Black (not Hispanic)
pender,6.85E-05,Black (not Hispanic)
pendleton,6.85E-05,Black (not Hispanic)
penner,6.85E-05,Black (not Hispanic)
pennington,6.85E-05,Black (not Hispanic)
pennywell,6.85E-05,Black (not Hispanic)
perdue,6.85E-05,Black (not Hispanic)
perea,6.85E-05,Black (not Hispanic)
pernice,6.85E-05,Black (not Hispanic)
perrino-johnson,6.85E-05,Black (not Hispanic)
perry-woods,6.85E-05,Black (not Hispanic)
pervis,6.85E-05,Black (not Hispanic)
petersian,6.85E-05,Black (not Hispanic)
petrie,6.85E-05,Black (not Hispanic)
pettis,6.85E-05,Black (not Hispanic)
petty,6.85E-05,Black (not Hispanic)
phan,6.85E-05,Black (not Hispanic)
phare,6.85E-05,Black (not Hispanic)
phelan,6.85E-05,Black (not Hispanic)
phelps-daniels,6.85E-05,Black (not Hispanic)
phenix,6.85E-05,Black (not Hispanic)
phillips-thomas,6.85E-05,Black (not Hispanic)
phillips iv,6.85E-05,Black (not Hispanic)
phiri,6.85E-05,Black (not Hispanic)
pickett neal,6.85E-05,Black (not Hispanic)
piedra,6.85E-05,Black (not Hispanic)
pier,6.85E-05,Black (not Hispanic)
pierce newsome,6.85E-05,Black (not Hispanic)
pierrie,6.85E-05,Black (not Hispanic)
pierson,6.85E-05,Black (not Hispanic)
pietrangelo,6.85E-05,Black (not Hispanic)
pigeon-taylor,6.85E-05,Black (not Hispanic)
pigford,6.85E-05,Black (not Hispanic)
pike,6.85E-05,Black (not Hispanic)
pillow,6.85E-05,Black (not Hispanic)
pina,6.85E-05,Black (not Hispanic)
piper,6.85E-05,Black (not Hispanic)
pipkins,6.85E-05,Black (not Hispanic)
pisarski,6.85E-05,Black (not Hispanic)
pitchford,6.85E-05,Black (not Hispanic)
pittman jr,6.85E-05,Black (not Hispanic)
plaatjes,6.85E-05,Black (not Hispanic)
plumber,6.85E-05,Black (not Hispanic)
plunkett,6.85E-05,Black (not Hispanic)
plunkett-eliott,6.85E-05,Black (not Hispanic)
pniewski,6.85E-05,Black (not Hispanic)
polashock,6.85E-05,Black (not Hispanic)
poledor,6.85E-05,Black (not Hispanic)
pollet,6.85E-05,Black (not Hispanic)
pollock,6.85E-05,Black (not Hispanic)
pondela,6.85E-05,Black (not Hispanic)
ponds,6.85E-05,Black (not Hispanic)
pone,6.85E-05,Black (not Hispanic)
ponville,6.85E-05,Black (not Hispanic)
poole-perez,6.85E-05,Black (not Hispanic)
pope-mitchell,6.85E-05,Black (not Hispanic)
porell,6.85E-05,Black (not Hispanic)
portera,6.85E-05,Black (not Hispanic)
porterfield,6.85E-05,Black (not Hispanic)
posey,6.85E-05,Black (not Hispanic)
posey-hughes,6.85E-05,Black (not Hispanic)
postema,6.85E-05,Black (not Hispanic)
potratz-oldham,6.85E-05,Black (not Hispanic)
pottorf dixon,6.85E-05,Black (not Hispanic)
pounal,6.85E-05,Black (not Hispanic)
powell-diaz,6.85E-05,Black (not Hispanic)
poythress,6.85E-05,Black (not Hispanic)
prather,6.85E-05,Black (not Hispanic)
prause,6.85E-05,Black (not Hispanic)
pray,6.85E-05,Black (not Hispanic)
prejean,6.85E-05,Black (not Hispanic)
prempeh,6.85E-05,Black (not Hispanic)
prescott,6.85E-05,Black (not Hispanic)
presland,6.85E-05,Black (not Hispanic)
preuitt-parks,6.85E-05,Black (not Hispanic)
pridgen,6.85E-05,Black (not Hispanic)
primm,6.85E-05,Black (not Hispanic)
prioleau,6.85E-05,Black (not Hispanic)
pritchard jr,6.85E-05,Black (not Hispanic)
prosser,6.85E-05,Black (not Hispanic)
prude,6.85E-05,Black (not Hispanic)
prueitt,6.85E-05,Black (not Hispanic)
pruett,6.85E-05,Black (not Hispanic)
prunty,6.85E-05,Black (not Hispanic)
pulley,6.85E-05,Black (not Hispanic)
pulling,6.85E-05,Black (not Hispanic)
pullman,6.85E-05,Black (not Hispanic)
purcell-edwards,6.85E-05,Black (not Hispanic)
purifoy,6.85E-05,Black (not Hispanic)
purnell,6.85E-05,Black (not Hispanic)
putt,6.85E-05,Black (not Hispanic)
pyant,6.85E-05,Black (not Hispanic)
pyne,6.85E-05,Black (not Hispanic)
pyos,6.85E-05,Black (not Hispanic)
quarrells,6.85E-05,Black (not Hispanic)
quashie,6.85E-05,Black (not Hispanic)
quattlebaum,6.85E-05,Black (not Hispanic)
quimby,6.85E-05,Black (not Hispanic)
quinnie,6.85E-05,Black (not Hispanic)
quintana,6.85E-05,Black (not Hispanic)
quiroz-gatewood,6.85E-05,Black (not Hispanic)
raatz,6.85E-05,Black (not Hispanic)
raban,6.85E-05,Black (not Hispanic)
rabb,6.85E-05,Black (not Hispanic)
radney,6.85E-05,Black (not Hispanic)
ragas,6.85E-05,Black (not Hispanic)
ragin,6.85E-05,Black (not Hispanic)
raibon,6.85E-05,Black (not Hispanic)
rainey,6.85E-05,Black (not Hispanic)
rainy,6.85E-05,Black (not Hispanic)
rambeau,6.85E-05,Black (not Hispanic)
ramierez,6.85E-05,Black (not Hispanic)
ramirez-quevado,6.85E-05,Black (not Hispanic)
ramos,6.85E-05,Black (not Hispanic)
ramsey,6.85E-05,Black (not Hispanic)
ramzy,6.85E-05,Black (not Hispanic)
ranck,6.85E-05,Black (not Hispanic)
randleman,6.85E-05,Black (not Hispanic)
randon,6.85E-05,Black (not Hispanic)
range,6.85E-05,Black (not Hispanic)
raposa,6.85E-05,Black (not Hispanic)
rashad,6.85E-05,Black (not Hispanic)
rateree,6.85E-05,Black (not Hispanic)
rathmann,6.85E-05,Black (not Hispanic)
rausch,6.85E-05,Black (not Hispanic)
raven,6.85E-05,Black (not Hispanic)
ravenell,6.85E-05,Black (not Hispanic)
rawlins,6.85E-05,Black (not Hispanic)
ray-antwine,6.85E-05,Black (not Hispanic)
rayford,6.85E-05,Black (not Hispanic)
reagor,6.85E-05,Black (not Hispanic)
reda,6.85E-05,Black (not Hispanic)
reda-arefaine,6.85E-05,Black (not Hispanic)
redai,6.85E-05,Black (not Hispanic)
reddick,6.85E-05,Black (not Hispanic)
redwine,6.85E-05,Black (not Hispanic)
redwood,6.85E-05,Black (not Hispanic)
reed-bankston,6.85E-05,Black (not Hispanic)
reed-bridges,6.85E-05,Black (not Hispanic)
reed harris,6.85E-05,Black (not Hispanic)
reed littlejohn,6.85E-05,Black (not Hispanic)
regan,6.85E-05,Black (not Hispanic)
register,6.85E-05,Black (not Hispanic)
reich,6.85E-05,Black (not Hispanic)
reindl,6.85E-05,Black (not Hispanic)
reins,6.85E-05,Black (not Hispanic)
reliford,6.85E-05,Black (not Hispanic)
rene,6.85E-05,Black (not Hispanic)
renner,6.85E-05,Black (not Hispanic)
reshard,6.85E-05,Black (not Hispanic)
respass,6.85E-05,Black (not Hispanic)
retland,6.85E-05,Black (not Hispanic)
reuse,6.85E-05,Black (not Hispanic)
revels,6.85E-05,Black (not Hispanic)
reverand,6.85E-05,Black (not Hispanic)
revoal,6.85E-05,Black (not Hispanic)
reyad,6.85E-05,Black (not Hispanic)
reyes,6.85E-05,Black (not Hispanic)
reynolds-snyder,6.85E-05,Black (not Hispanic)
reynolds-wynn,6.85E-05,Black (not Hispanic)
rhea,6.85E-05,Black (not Hispanic)
rhoades,6.85E-05,Black (not Hispanic)
rhodes franklin,6.85E-05,Black (not Hispanic)
rhone,6.85E-05,Black (not Hispanic)
rials,6.85E-05,Black (not Hispanic)
ricciardelli-lewis,6.85E-05,Black (not Hispanic)
rice-sayers,6.85E-05,Black (not Hispanic)
richard-versey,6.85E-05,Black (not Hispanic)
richardson thompkins,6.85E-05,Black (not Hispanic)
richardson v,6.85E-05,Black (not Hispanic)
richey,6.85E-05,Black (not Hispanic)
richie,6.85E-05,Black (not Hispanic)
rico-sims,6.85E-05,Black (not Hispanic)
riddle,6.85E-05,Black (not Hispanic)
rideout,6.85E-05,Black (not Hispanic)
ridge,6.85E-05,Black (not Hispanic)
rife,6.85E-05,Black (not Hispanic)
riffel,6.85E-05,Black (not Hispanic)
riggs,6.85E-05,Black (not Hispanic)
rigsby,6.85E-05,Black (not Hispanic)
riley-catlett,6.85E-05,Black (not Hispanic)
riley-king,6.85E-05,Black (not Hispanic)
rindone dodson,6.85E-05,Black (not Hispanic)
ritman,6.85E-05,Black (not Hispanic)
rivas-esquivel,6.85E-05,Black (not Hispanic)
rivera-parker,6.85E-05,Black (not Hispanic)
rix,6.85E-05,Black (not Hispanic)
rizo,6.85E-05,Black (not Hispanic)
roaf,6.85E-05,Black (not Hispanic)
robbs,6.85E-05,Black (not Hispanic)
robele,6.85E-05,Black (not Hispanic)
robinson-gilmore,6.85E-05,Black (not Hispanic)
robinson-thompson,6.85E-05,Black (not Hispanic)
robinson-williams,6.85E-05,Black (not Hispanic)
rocha,6.85E-05,Black (not Hispanic)
rock,6.85E-05,Black (not Hispanic)
rocks,6.85E-05,Black (not Hispanic)
roebke,6.85E-05,Black (not Hispanic)
roelle,6.85E-05,Black (not Hispanic)
rogan,6.85E-05,Black (not Hispanic)
roger,6.85E-05,Black (not Hispanic)
rogers ii,6.85E-05,Black (not Hispanic)
rohlfs,6.85E-05,Black (not Hispanic)
rojas-hudson,6.85E-05,Black (not Hispanic)
roker,6.85E-05,Black (not Hispanic)
roles,6.85E-05,Black (not Hispanic)
rolfe,6.85E-05,Black (not Hispanic)
rollen,6.85E-05,Black (not Hispanic)
rollins-niblet,6.85E-05,Black (not Hispanic)
roloson,6.85E-05,Black (not Hispanic)
