forename,forename2,freq
jacobs,jacobe,0.111111111
jacobs,jacob,0.111111111
jacobs,iacovo,0.111111111
jacobs,giacomo,0.111111111
jacobs,giacobo,0.111111111
jacobs,cob,0.111111111
jacques,johnny,0.111111111
jacques,johnnie,0.111111111
jacques,johnni,0.111111111
jacques,john,0.111111111
jacques,jaques,0.111111111
jacques,jak,0.111111111
jacques,jack,0.111111111
jacques,jac,0.111111111
jacques,giovanni,0.111111111
jaden,jayden,1
jai,jaiden,1
jaiden,jai,1
jak,johnny,0.111111111
jak,johnnie,0.111111111
jak,johnni,0.111111111
jak,john,0.111111111
jak,jaques,0.111111111
jak,jacques,0.111111111
jak,jack,0.111111111
jak,jac,0.111111111
jak,giovanni,0.111111111
jakob,jekabs,0.111111111
jakob,jacobs,0.111111111
jakob,jacobie,0.111111111
jakob,jacobe,0.111111111
jakob,jacob,0.111111111
jakob,iacovo,0.111111111
jakob,giacomo,0.111111111
jakob,giacobo,0.111111111
jakob,cob,0.111111111
james,jimmie,0.2
james,jim,0.2
james,jas,0.2
james,jamie,0.2
james,giuseppi,0.2
jamie,jimmie,0.2
jamie,jim,0.2
jamie,jas,0.2
jamie,james,0.2
jamie,giuseppi,0.2
jaques,johnny,0.111111111
jaques,johnnie,0.111111111
jaques,johnni,0.111111111
jaques,john,0.111111111
jaques,jak,0.111111111
jaques,jacques,0.111111111
jaques,jack,0.111111111
jaques,jac,0.111111111
jaques,giovanni,0.111111111
jared,jarrod,0.333333333
jared,jarred,0.333333333
jared,jarod,0.333333333
jarod,jarrod,0.333333333
jarod,jarred,0.333333333
jarod,jared,0.333333333
jarred,jarrod,0.333333333
jarred,jarod,0.333333333
jarred,jared,0.333333333
jarrod,jarred,0.333333333
jarrod,jarod,0.333333333
jarrod,jared,0.333333333
jarvis,jervis,1
jas,jimmie,0.2
jas,jim,0.2
jas,jamie,0.2
jas,james,0.2
jas,giuseppi,0.2
jason,jay,1
jay,jason,1
jayden,jaden,1
jed,jett,1
jefery,jeof,0.037037037
jefery,jeffry,0.037037037
jefery,jeffries,0.037037037
jefery,jeffreys,0.037037037
jefery,jeffrey,0.037037037
jefery,jeffree,0.037037037
jefery,jeffre,0.037037037
jefery,jefforey,0.037037037
jefery,jeffery,0.037037037
jefery,jefferie,0.037037037
jefery,jefferey,0.037037037
jefery,jeff,0.037037037
jefery,godfrey,0.037037037
jefery,jeffory,0.037037037
jefery,geofrey,0.037037037
jefery,geoffry,0.037037037
jefery,geoffrey,0.037037037
jefery,geoffre,0.037037037
jefery,geoffory,0.037037037
jefery,geoffori,0.037037037
jefery,geoffery,0.037037037
jefery,geoff,0.037037037
jefery,geoferry,0.037037037
jefery,geof,0.037037037
jefery,geffrey,0.037037037
jefery,geff,0.037037037
jefery,gefery,0.037037037
jeff,jeof,0.037037037
jeff,jeffry,0.037037037
jeff,jeffries,0.037037037
jeff,jeffreys,0.037037037
jeff,jeffrey,0.037037037
jeff,jeffree,0.037037037
jeff,jeffre,0.037037037
jeff,jefforey,0.037037037
jeff,jeffery,0.037037037
jeff,jefferie,0.037037037
jeff,jefferey,0.037037037
jeff,jefery,0.037037037
jeff,godfrey,0.037037037
jeff,jeffory,0.037037037
jeff,geofrey,0.037037037
jeff,geoffry,0.037037037
jeff,geoffrey,0.037037037
jeff,geoffre,0.037037037
jeff,geoffory,0.037037037
jeff,geoffori,0.037037037
jeff,geoffery,0.037037037
jeff,geoff,0.037037037
jeff,geoferry,0.037037037
jeff,geof,0.037037037
jeff,geffrey,0.037037037
jeff,geff,0.037037037
jeff,gefery,0.037037037
jefferey,jeof,0.037037037
jefferey,jeffry,0.037037037
jefferey,jeffries,0.037037037
jefferey,jeffreys,0.037037037
jefferey,jeffrey,0.037037037
jefferey,jeffree,0.037037037
jefferey,jeffre,0.037037037
jefferey,jefforey,0.037037037
jefferey,jeffery,0.037037037
jefferey,jefferie,0.037037037
jefferey,jeff,0.037037037
jefferey,jefery,0.037037037
jefferey,godfrey,0.037037037
jefferey,jeffory,0.037037037
jefferey,geofrey,0.037037037
jefferey,geoffry,0.037037037
jefferey,geoffrey,0.037037037
jefferey,geoffre,0.037037037
jefferey,geoffory,0.037037037
jefferey,geoffori,0.037037037
jefferey,geoffery,0.037037037
jefferey,geoff,0.037037037
jefferey,geoferry,0.037037037
jefferey,geof,0.037037037
jefferey,geffrey,0.037037037
jefferey,geff,0.037037037
jefferey,gefery,0.037037037
jefferie,jeof,0.037037037
jefferie,jeffry,0.037037037
jefferie,jeffries,0.037037037
jefferie,jeffreys,0.037037037
jefferie,jeffrey,0.037037037
jefferie,jeffree,0.037037037
jefferie,jeffre,0.037037037
jefferie,jefforey,0.037037037
jefferie,jeffery,0.037037037
jefferie,jefferey,0.037037037
jefferie,jeff,0.037037037
jefferie,jefery,0.037037037
jefferie,godfrey,0.037037037
jefferie,jeffory,0.037037037
jefferie,geofrey,0.037037037
jefferie,geoffry,0.037037037
jefferie,geoffrey,0.037037037
jefferie,geoffre,0.037037037
jefferie,geoffory,0.037037037
jefferie,geoffori,0.037037037
jefferie,geoffery,0.037037037
jefferie,geoff,0.037037037
jefferie,geoferry,0.037037037
jefferie,geof,0.037037037
jefferie,geffrey,0.037037037
jefferie,geff,0.037037037
jefferie,gefery,0.037037037
jeffery,jeof,0.037037037
jeffery,jeffry,0.037037037
jeffery,jeffries,0.037037037
jeffery,jeffreys,0.037037037
jeffery,jeffrey,0.037037037
jeffery,jeffree,0.037037037
jeffery,jeffre,0.037037037
jeffery,jefforey,0.037037037
jeffery,jefferie,0.037037037
jeffery,jefferey,0.037037037
jeffery,jeff,0.037037037
jeffery,jefery,0.037037037
jeffery,godfrey,0.037037037
jeffery,jeffory,0.037037037
jeffery,geofrey,0.037037037
jeffery,geoffry,0.037037037
jeffery,geoffrey,0.037037037
jeffery,geoffre,0.037037037
jeffery,geoffory,0.037037037
jeffery,geoffori,0.037037037
jeffery,geoffery,0.037037037
jeffery,geoff,0.037037037
jeffery,geoferry,0.037037037
jeffery,geof,0.037037037
jeffery,geffrey,0.037037037
jeffery,geff,0.037037037
jeffery,gefery,0.037037037
jefforey,jeof,0.037037037
jefforey,jeffry,0.037037037
jefforey,jeffries,0.037037037
jefforey,jeffreys,0.037037037
jefforey,jeffrey,0.037037037
jefforey,jeffree,0.037037037
jefforey,jeffre,0.037037037
jefforey,jeffery,0.037037037
jefforey,jefferie,0.037037037
jefforey,jefferey,0.037037037
jefforey,jeff,0.037037037
jefforey,jefery,0.037037037
jefforey,godfrey,0.037037037
jefforey,jeffory,0.037037037
jefforey,geofrey,0.037037037
jefforey,geoffry,0.037037037
jefforey,geoffrey,0.037037037
jefforey,geoffre,0.037037037
jefforey,geoffory,0.037037037
jefforey,geoffori,0.037037037
jefforey,geoffery,0.037037037
jefforey,geoff,0.037037037
jefforey,geoferry,0.037037037
jefforey,geof,0.037037037
jefforey,geffrey,0.037037037
jefforey,geff,0.037037037
jefforey,gefery,0.037037037
jeffory,jeof,0.037037037
jeffory,jeffry,0.037037037
jeffory,jeffries,0.037037037
jeffory,jeffreys,0.037037037
jeffory,jeffrey,0.037037037
jeffory,jeffree,0.037037037
jeffory,jeffre,0.037037037
jeffory,jefforey,0.037037037
jeffory,jeffery,0.037037037
jeffory,jefferie,0.037037037
jeffory,jefferey,0.037037037
jeffory,jeff,0.037037037
jeffory,jefery,0.037037037
jeffory,godfrey,0.037037037
jeffory,geofrey,0.037037037
jeffory,geoffry,0.037037037
jeffory,geoffrey,0.037037037
jeffory,geoffre,0.037037037
jeffory,geoffory,0.037037037
jeffory,geoffori,0.037037037
jeffory,geoffery,0.037037037
jeffory,geoff,0.037037037
jeffory,geoferry,0.037037037
jeffory,geof,0.037037037
jeffory,geffrey,0.037037037
jeffory,geff,0.037037037
jeffory,gefery,0.037037037
jeffre,jeof,0.037037037
jeffre,jeffry,0.037037037
jeffre,jeffries,0.037037037
jeffre,jeffreys,0.037037037
jeffre,jeffrey,0.037037037
jeffre,jeffree,0.037037037
jeffre,jefforey,0.037037037
jeffre,jeffery,0.037037037
jeffre,jefferie,0.037037037
jeffre,jefferey,0.037037037
jeffre,jeff,0.037037037
jeffre,jefery,0.037037037
jeffre,godfrey,0.037037037
jeffre,jeffory,0.037037037
jeffre,geofrey,0.037037037
jeffre,geoffry,0.037037037
jeffre,geoffrey,0.037037037
jeffre,geoffre,0.037037037
jeffre,geoffory,0.037037037
jeffre,geoffori,0.037037037
jeffre,geoffery,0.037037037
jeffre,geoff,0.037037037
jeffre,geoferry,0.037037037
jeffre,geof,0.037037037
jeffre,geffrey,0.037037037
jeffre,geff,0.037037037
jeffre,gefery,0.037037037
jeffree,jeof,0.037037037
jeffree,jeffry,0.037037037
jeffree,jeffries,0.037037037
jeffree,jeffreys,0.037037037
jeffree,jeffrey,0.037037037
jeffree,jeffre,0.037037037
jeffree,jefforey,0.037037037
jeffree,jeffery,0.037037037
jeffree,jefferie,0.037037037
jeffree,jefferey,0.037037037
jeffree,jeff,0.037037037
jeffree,jefery,0.037037037
jeffree,godfrey,0.037037037
jeffree,jeffory,0.037037037
jeffree,geofrey,0.037037037
jeffree,geoffry,0.037037037
jeffree,geoffrey,0.037037037
jeffree,geoffre,0.037037037
jeffree,geoffory,0.037037037
jeffree,geoffori,0.037037037
jeffree,geoffery,0.037037037
jeffree,geoff,0.037037037
jeffree,geoferry,0.037037037
jeffree,geof,0.037037037
jeffree,geffrey,0.037037037
jeffree,geff,0.037037037
jeffree,gefery,0.037037037
jeffrey,jeof,0.037037037
jeffrey,jeffry,0.037037037
jeffrey,jeffries,0.037037037
jeffrey,jeffreys,0.037037037
jeffrey,jeffree,0.037037037
jeffrey,jeffre,0.037037037
jeffrey,jefforey,0.037037037
jeffrey,jeffery,0.037037037
jeffrey,jefferie,0.037037037
jeffrey,jefferey,0.037037037
jeffrey,jeff,0.037037037
jeffrey,jefery,0.037037037
jeffrey,godfrey,0.037037037
jeffrey,jeffory,0.037037037
jeffrey,geofrey,0.037037037
jeffrey,geoffry,0.037037037
jeffrey,geoffrey,0.037037037
jeffrey,geoffre,0.037037037
jeffrey,geoffory,0.037037037
jeffrey,geoffori,0.037037037
jeffrey,geoffery,0.037037037
jeffrey,geoff,0.037037037
jeffrey,geoferry,0.037037037
jeffrey,geof,0.037037037
jeffrey,geffrey,0.037037037
jeffrey,geff,0.037037037
jeffrey,gefery,0.037037037
jeffreys,jeof,0.037037037
jeffreys,jeffry,0.037037037
jeffreys,jeffries,0.037037037
jeffreys,jeffrey,0.037037037
jeffreys,jeffree,0.037037037
jeffreys,jeffre,0.037037037
jeffreys,jefforey,0.037037037
jeffreys,jeffery,0.037037037
jeffreys,jefferie,0.037037037
jeffreys,jefferey,0.037037037
jeffreys,jeff,0.037037037
jeffreys,jefery,0.037037037
jeffreys,godfrey,0.037037037
jeffreys,jeffory,0.037037037
jeffreys,geofrey,0.037037037
jeffreys,geoffry,0.037037037
jeffreys,geoffrey,0.037037037
jeffreys,geoffre,0.037037037
jeffreys,geoffory,0.037037037
jeffreys,geoffori,0.037037037
jeffreys,geoffery,0.037037037
jeffreys,geoff,0.037037037
jeffreys,geoferry,0.037037037
jeffreys,geof,0.037037037
jeffreys,geffrey,0.037037037
jeffreys,geff,0.037037037
jeffreys,gefery,0.037037037
jeffries,jeof,0.037037037
jeffries,jeffry,0.037037037
jeffries,jeffreys,0.037037037
jeffries,jeffrey,0.037037037
jeffries,jeffree,0.037037037
jeffries,jeffre,0.037037037
jeffries,jefforey,0.037037037
jeffries,jeffery,0.037037037
jeffries,jefferie,0.037037037
jeffries,jefferey,0.037037037
jeffries,jeff,0.037037037
jeffries,jefery,0.037037037
jeffries,godfrey,0.037037037
jeffries,jeffory,0.037037037
jeffries,geofrey,0.037037037
jeffries,geoffry,0.037037037
jeffries,geoffrey,0.037037037
jeffries,geoffre,0.037037037
jeffries,geoffory,0.037037037
jeffries,geoffori,0.037037037
jeffries,geoffery,0.037037037
jeffries,geoff,0.037037037
jeffries,geoferry,0.037037037
jeffries,geof,0.037037037
jeffries,geffrey,0.037037037
jeffries,geff,0.037037037
jeffries,gefery,0.037037037
jeffry,jeof,0.037037037
jeffry,jeffries,0.037037037
jeffry,jeffreys,0.037037037
jeffry,jeffrey,0.037037037
jeffry,jeffree,0.037037037
jeffry,jeffre,0.037037037
jeffry,jefforey,0.037037037
jeffry,jeffery,0.037037037
jeffry,jefferie,0.037037037
jeffry,jefferey,0.037037037
jeffry,jeff,0.037037037
jeffry,jefery,0.037037037
jeffry,godfrey,0.037037037
jeffry,jeffory,0.037037037
jeffry,geofrey,0.037037037
jeffry,geoffry,0.037037037
jeffry,geoffrey,0.037037037
jeffry,geoffre,0.037037037
jeffry,geoffory,0.037037037
jeffry,geoffori,0.037037037
jeffry,geoffery,0.037037037
jeffry,geoff,0.037037037
jeffry,geoferry,0.037037037
jeffry,geof,0.037037037
jeffry,geffrey,0.037037037
jeffry,geff,0.037037037
jeffry,gefery,0.037037037
jekabs,jakob,0.111111111
jekabs,jacobs,0.111111111
jekabs,jacobie,0.111111111
jekabs,jacobe,0.111111111
jekabs,jacob,0.111111111
jekabs,iacovo,0.111111111
jekabs,giacomo,0.111111111
jekabs,giacobo,0.111111111
jekabs,cob,0.111111111
jeof,jeffry,0.037037037
jeof,jeffries,0.037037037
jeof,jeffreys,0.037037037
jeof,jeffrey,0.037037037
jeof,jeffree,0.037037037
jeof,jeffre,0.037037037
jeof,jefforey,0.037037037
jeof,jeffery,0.037037037
jeof,jefferie,0.037037037
jeof,jefferey,0.037037037
jeof,jeff,0.037037037
jeof,jefery,0.037037037
jeof,godfrey,0.037037037
jeof,jeffory,0.037037037
jeof,geofrey,0.037037037
jeof,geoffry,0.037037037
jeof,geoffrey,0.037037037
jeof,geoffre,0.037037037
jeof,geoffory,0.037037037
jeof,geoffori,0.037037037
jeof,geoffery,0.037037037
jeof,geoff,0.037037037
jeof,geoferry,0.037037037
jeof,geof,0.037037037
jeof,geffrey,0.037037037
jeof,geff,0.037037037
jeof,gefery,0.037037037
jeorje,giorgio,0.5
jeorje,george,0.5
jerard,giraldo,0.166666667
jerard,gerry,0.166666667
jerard,geraud,0.166666667
jerard,gerard,0.166666667
jerard,geraldine,0.166666667
jerard,gerald,0.166666667
jeremy,jerome,0.5
jeremy,geramy,0.5
jerome,jeremy,0.5
jerome,geramy,0.5
jervis,jarvis,1
jess,jesse,0.333333333
jesse,jess,1
jett,jed,1
jim,jimmie,0.2
jim,jas,0.2
jim,jamie,0.2
jim,james,0.2
jim,giuseppi,0.2
jimmie,jim,0.2
jimmie,jas,0.2
jimmie,jamie,0.2
jimmie,james,0.2
jimmie,giuseppi,0.2
joe,giuseppe,0.142857143
joe,jos,0.142857143
joe,joie,0.142857143
joe,joey,0.142857143
joe,josef,0.142857143
joe,joseph,0.142857143
joe,joszef,0.142857143
joey,giuseppe,0.142857143
joey,joe,0.142857143
joey,jos,0.142857143
joey,joie,0.142857143
joey,josef,0.142857143
joey,joseph,0.142857143
joey,joszef,0.142857143
john,johnny,0.111111111
john,johnnie,0.111111111
john,johnni,0.111111111
john,jaques,0.111111111
john,jak,0.111111111
john,jacques,0.111111111
john,jack,0.111111111
john,jac,0.111111111
john,giovanni,0.111111111
johnathan,jonny,0.166666667
johnathan,jonathon,0.166666667
johnathan,jonathan,0.166666667
johnathan,jonah,0.166666667
johnathan,jon,0.166666667
johnathan,johnathon,0.166666667
johnathon,jonny,0.166666667
johnathon,jonathon,0.166666667
johnathon,jonathan,0.166666667
johnathon,jonah,0.166666667
johnathon,jon,0.166666667
johnathon,johnathan,0.166666667
johnni,johnny,0.111111111
johnni,johnnie,0.111111111
johnni,john,0.111111111
johnni,jaques,0.111111111
johnni,jak,0.111111111
johnni,jacques,0.111111111
johnni,jack,0.111111111
johnni,jac,0.111111111
johnni,giovanni,0.111111111
johnnie,johnny,0.111111111
johnnie,johnni,0.111111111
johnnie,john,0.111111111
johnnie,jaques,0.111111111
johnnie,jak,0.111111111
johnnie,jacques,0.111111111
johnnie,jack,0.111111111
johnnie,jac,0.111111111
johnnie,giovanni,0.111111111
johnny,johnnie,0.111111111
johnny,johnni,0.111111111
johnny,john,0.111111111
johnny,jaques,0.111111111
johnny,jak,0.111111111
johnny,jacques,0.111111111
johnny,jack,0.111111111
johnny,jac,0.111111111
johnny,giovanni,0.111111111
joie,giuseppe,0.142857143
joie,joe,0.142857143
joie,jos,0.142857143
joie,joey,0.142857143
joie,josef,0.142857143
joie,joseph,0.142857143
joie,joszef,0.142857143
jon,jonny,0.166666667
jon,jonathon,0.166666667
jon,jonathan,0.166666667
jon,jonah,0.166666667
jon,johnathon,0.166666667
jon,johnathan,0.166666667
jonah,jonny,0.166666667
jonah,jonathon,0.166666667
jonah,jonathan,0.166666667
jonah,jon,0.166666667
jonah,johnathon,0.166666667
jonah,johnathan,0.166666667
jonathan,jonny,0.166666667
jonathan,jonathon,0.166666667
jonathan,jonah,0.166666667
jonathan,jon,0.166666667
jonathan,johnathon,0.166666667
jonathan,johnathan,0.166666667
jonathon,jonny,0.166666667
jonathon,jonathan,0.166666667
jonathon,jonah,0.166666667
jonathon,jon,0.166666667
jonathon,johnathon,0.166666667
jonathon,johnathan,0.166666667
jonny,jonathon,0.166666667
jonny,jonathan,0.166666667
jonny,jonah,0.166666667
jonny,jon,0.166666667
jonny,johnathon,0.166666667
jonny,johnathan,0.166666667
jos,giuseppe,0.142857143
jos,joe,0.142857143
jos,joie,0.142857143
jos,joey,0.142857143
jos,josef,0.142857143
jos,joseph,0.142857143
jos,joszef,0.142857143
josef,giuseppe,0.142857143
josef,joe,0.142857143
josef,jos,0.142857143
josef,joie,0.142857143
josef,joey,0.142857143
josef,joseph,0.142857143
josef,joszef,0.142857143
joseph,giuseppe,0.142857143
joseph,joe,0.142857143
joseph,jos,0.142857143
joseph,joie,0.142857143
joseph,joey,0.142857143
joseph,josef,0.142857143
joseph,joszef,0.142857143
josh,joshua,1
joshua,josh,1
joszef,giuseppe,0.142857143
joszef,joe,0.142857143
joszef,jos,0.142857143
joszef,joie,0.142857143
joszef,joey,0.142857143
joszef,josef,0.142857143
joszef,joseph,0.142857143
jule,julian,0.25
jule,julio,0.25
jule,julius,0.25
jule,jules,0.25
jules,julian,0.25
jules,jule,0.25
jules,julio,0.25
jules,julius,0.25
julian,jule,0.25
julian,julio,0.25
julian,julius,0.25
julian,jules,0.25
julio,julian,0.25
julio,jule,0.25
julio,julius,0.25
julio,jules,0.25
julius,julian,0.25
julius,jule,0.25
julius,julio,0.25
julius,jules,0.25
jurgen,yeurgen,1
kai,ky,1
kale,kayle,1
kane,kayne,1
karl,chuck,0.1
karl,chick,0.1
karl,chas,0.1
karl,charlie,0.1
karl,charley,0.1
karl,charles,0.1
karl,carlos,0.1
karl,carlo,0.1
karl,carle,0.1
karl,carl,0.1
kayle,kale,1
kayne,kane,1
kerry,cary,0.5
kerry,carey,0.5
kevan,kevin,0.5
kevan,keven,0.5
keven,kevin,0.5
keven,kevan,0.5
kevin,keven,0.5
kevin,kevan,0.5
kieran,kieren,1
kieren,kieran,1
klaus,nicolhas,0.076923077
klaus,nicolas,0.076923077
klaus,nicolaas,0.076923077
klaus,nicol,0.076923077
klaus,nicklas,0.076923077
klaus,nicklaas,0.076923077
klaus,nick,0.076923077
klaus,nicolo,0.076923077
klaus,nicholas,0.076923077
klaus,nichalas,0.076923077
klaus,nic,0.076923077
klaus,cole,0.076923077
klaus,claus,0.076923077
kobe,cobe,1
koben,coben,1
kody,cody,1
kris,kristofer,0.2
kris,cristoforo,0.2
kris,christopher,0.2
kris,chris,0.2
kris,christos,0.2
kristian,christiaan,0.5
kristian,christian,0.5
kristo,christo,1
kristofer,kris,0.2
kristofer,cristoforo,0.2
kristofer,christopher,0.2
kristofer,chris,0.2
kristofer,christos,0.2
kurt,curtis,0.5
kurt,curt,0.5
ky,kai,1
lance,lancelot,1
lancelot,lance,1
lannie,lorenz,0.066666667
lannie,lorence,0.066666667
lannie,lorrie,0.066666667
lannie,lawrie,0.066666667
lannie,lawry,0.066666667
lannie,lawrence,0.066666667
lannie,laurens,0.066666667
lannie,laurie,0.066666667
lannie,laurenz,0.066666667
lannie,laurence,0.066666667
lannie,lourence,0.066666667
lannie,lars,0.066666667
lannie,lary,0.066666667
lannie,laurance,0.066666667
lannie,larry,0.066666667
larry,lorenz,0.066666667
larry,lorence,0.066666667
larry,lorrie,0.066666667
larry,lawrie,0.066666667
larry,lawry,0.066666667
larry,lawrence,0.066666667
larry,laurens,0.066666667
larry,laurie,0.066666667
larry,laurenz,0.066666667
larry,laurence,0.066666667
larry,lourence,0.066666667
larry,lars,0.066666667
larry,lary,0.066666667
larry,laurance,0.066666667
larry,lannie,0.066666667
lars,lorenz,0.066666667
lars,lorence,0.066666667
lars,lorrie,0.066666667
lars,lawrie,0.066666667
lars,lawry,0.066666667
lars,lawrence,0.066666667
lars,laurens,0.066666667
lars,laurie,0.066666667
lars,laurenz,0.066666667
lars,laurence,0.066666667
lars,lourence,0.066666667
lars,lary,0.066666667
lars,laurance,0.066666667
lars,lannie,0.066666667
lars,larry,0.066666667
lary,lorenz,0.066666667
lary,lorence,0.066666667
lary,lorrie,0.066666667
lary,lawrie,0.066666667
lary,lawry,0.066666667
lary,lawrence,0.066666667
lary,laurens,0.066666667
lary,laurie,0.066666667
lary,laurenz,0.066666667
lary,laurence,0.066666667
lary,lourence,0.066666667
lary,lars,0.066666667
lary,laurance,0.066666667
lary,lannie,0.066666667
lary,larry,0.066666667
laurance,lorenz,0.066666667
laurance,lorence,0.066666667
laurance,lorrie,0.066666667
laurance,lawrie,0.066666667
laurance,lawry,0.066666667
laurance,lawrence,0.066666667
laurance,laurens,0.066666667
laurance,laurie,0.066666667
laurance,laurenz,0.066666667
laurance,laurence,0.066666667
laurance,lourence,0.066666667
laurance,lars,0.066666667
laurance,lary,0.066666667
laurance,lannie,0.066666667
laurance,larry,0.066666667
laurence,lorenz,0.066666667
laurence,lorence,0.066666667
laurence,lorrie,0.066666667
laurence,lawrie,0.066666667
laurence,lawry,0.066666667
laurence,lawrence,0.066666667
laurence,laurens,0.066666667
laurence,laurie,0.066666667
laurence,laurenz,0.066666667
laurence,lourence,0.066666667
laurence,lars,0.066666667
laurence,lary,0.066666667
laurence,laurance,0.066666667
laurence,lannie,0.066666667
laurence,larry,0.066666667
laurens,lorenz,0.066666667
laurens,lorence,0.066666667
laurens,lorrie,0.066666667
laurens,lawrie,0.066666667
laurens,lawry,0.066666667
laurens,lawrence,0.066666667
laurens,laurie,0.066666667
laurens,laurenz,0.066666667
laurens,laurence,0.066666667
laurens,lourence,0.066666667
laurens,lars,0.066666667
laurens,lary,0.066666667
laurens,laurance,0.066666667
laurens,lannie,0.066666667
laurens,larry,0.066666667
laurenz,lorenz,0.066666667
laurenz,lorence,0.066666667
laurenz,lorrie,0.066666667
laurenz,lawrie,0.066666667
laurenz,lawry,0.066666667
laurenz,lawrence,0.066666667
laurenz,laurens,0.066666667
laurenz,laurie,0.066666667
laurenz,laurence,0.066666667
laurenz,lourence,0.066666667
laurenz,lars,0.066666667
laurenz,lary,0.066666667
laurenz,laurance,0.066666667
laurenz,lannie,0.066666667
laurenz,larry,0.066666667
laurie,lorenz,0.066666667
laurie,lorence,0.066666667
laurie,lorrie,0.066666667
laurie,lawrie,0.066666667
laurie,lawry,0.066666667
laurie,lawrence,0.066666667
laurie,laurens,0.066666667
laurie,laurenz,0.066666667
laurie,laurence,0.066666667
laurie,lourence,0.066666667
laurie,lars,0.066666667
laurie,lary,0.066666667
laurie,laurance,0.066666667
laurie,lannie,0.066666667
laurie,larry,0.066666667
lawrence,lorenz,0.066666667
lawrence,lorence,0.066666667
lawrence,lorrie,0.066666667
lawrence,lawrie,0.066666667
lawrence,lawry,0.066666667
lawrence,laurens,0.066666667
lawrence,laurie,0.066666667
lawrence,laurenz,0.066666667
lawrence,laurence,0.066666667
lawrence,lourence,0.066666667
lawrence,lars,0.066666667
lawrence,lary,0.066666667
lawrence,laurance,0.066666667
lawrence,lannie,0.066666667
lawrence,larry,0.066666667
lawrie,lorenz,0.066666667
lawrie,lorence,0.066666667
lawrie,lorrie,0.066666667
lawrie,lawry,0.066666667
lawrie,lawrence,0.066666667
lawrie,laurens,0.066666667
lawrie,laurie,0.066666667
lawrie,laurenz,0.066666667
lawrie,laurence,0.066666667
lawrie,lourence,0.066666667
lawrie,lars,0.066666667
lawrie,lary,0.066666667
lawrie,laurance,0.066666667
lawrie,lannie,0.066666667
lawrie,larry,0.066666667
lawry,lorenz,0.066666667
lawry,lorence,0.066666667
lawry,lorrie,0.066666667
lawry,lawrie,0.066666667
lawry,lawrence,0.066666667
lawry,laurens,0.066666667
lawry,laurie,0.066666667
lawry,laurenz,0.066666667
lawry,laurence,0.066666667
lawry,lourence,0.066666667
lawry,lars,0.066666667
lawry,lary,0.066666667
lawry,laurance,0.066666667
lawry,lannie,0.066666667
lawry,larry,0.066666667
laz,lazarus,1
lazarus,laz,1
lee,leigh,0.25
leicester,lester,1
leigh,lee,1
len,lennard,0.1
len,lenard,0.1
len,lenn,0.1
len,leo,0.1
len,leonhard,0.1
len,leonardo,0.1
len,leonard,0.1
len,leon,0.1
len,lenny,0.1
len,lennie,0.1
lenard,lennard,0.1
lenard,lenn,0.1
lenard,len,0.1
lenard,leo,0.1
lenard,leonhard,0.1
lenard,leonardo,0.1
lenard,leonard,0.1
lenard,leon,0.1
lenard,lenny,0.1
lenard,lennie,0.1
lenn,lennard,0.1
lenn,lenard,0.1
lenn,len,0.1
lenn,leo,0.1
lenn,leonhard,0.1
lenn,leonardo,0.1
lenn,leonard,0.1
lenn,leon,0.1
lenn,lenny,0.1
lenn,lennie,0.1
lennard,lenard,0.1
lennard,lenn,0.1
lennard,len,0.1
lennard,leo,0.1
lennard,leonhard,0.1
lennard,leonardo,0.1
lennard,leonard,0.1
lennard,leon,0.1
lennard,lenny,0.1
lennard,lennie,0.1
lennie,lennard,0.1
lennie,lenard,0.1
lennie,lenn,0.1
lennie,len,0.1
lennie,leo,0.1
lennie,leonhard,0.1
lennie,leonardo,0.1
lennie,leonard,0.1
lennie,leon,0.1
lennie,lenny,0.1
lenny,lennard,0.1
lenny,lenard,0.1
lenny,lenn,0.1
lenny,len,0.1
lenny,leo,0.1
lenny,leonhard,0.1
lenny,leonardo,0.1
lenny,leonard,0.1
lenny,leon,0.1
lenny,lennie,0.1
leo,lennard,0.1
leo,lenard,0.1
leo,lenn,0.1
leo,len,0.1
leo,leonhard,0.1
leo,leonardo,0.1
leo,leonard,0.1
leo,leon,0.1
leo,lenny,0.1
leo,lennie,0.1
leon,lennard,0.1
leon,lenard,0.1
leon,lenn,0.1
leon,len,0.1
leon,leo,0.1
leon,leonhard,0.1
leon,leonardo,0.1
leon,leonard,0.1
leon,lenny,0.1
leon,lennie,0.1
leonard,lennard,0.1
leonard,lenard,0.1
leonard,lenn,0.1
leonard,len,0.1
leonard,leo,0.1
leonard,leonhard,0.1
leonard,leonardo,0.1
leonard,leon,0.1
leonard,lenny,0.1
leonard,lennie,0.1
leonardo,lennard,0.1
leonardo,lenard,0.1
leonardo,lenn,0.1
leonardo,len,0.1
leonardo,leo,0.1
leonardo,leonhard,0.1
leonardo,leonard,0.1
leonardo,leon,0.1
leonardo,lenny,0.1
leonardo,lennie,0.1
leonhard,lennard,0.1
leonhard,lenard,0.1
leonhard,lenn,0.1
leonhard,len,0.1
leonhard,leo,0.1
leonhard,leonardo,0.1
leonhard,leonard,0.1
leonhard,leon,0.1
leonhard,lenny,0.1
leonhard,lennie,0.1
leroy,roi,1
les,lesley,0.2
les,leslie,0.2
les,lesleigh,0.2
les,leslee,0.2
les,leslei,0.2
leslee,lesley,0.2
