postcode,country,primary_care_trust,longitude,latitude
CA8 9HR,England,Cumbria Teaching,-2.770243,54.911795
M13 9RW,England,Manchester Teaching,-2.223616,53.468914
WF13 4HJ,England,Kirklees,-1.645257,53.698737
EN6 3AD,England,Hertfordshire,-0.201104,51.701342
SL6 0DE,England,Buckinghamshire,-0.680906,51.519176
TA18 7TL,England,Somerset,-2.815387,50.886312
DN17 3NX,England,North Lincolnshire,-0.655343,53.528666
BS6 7SQ,England,Bristol,-2.611015,51.479203
PE11 4TT,England,Lincolnshire Teaching,-0.204635,52.902023
BN5 9PU,England,West Sussex,-0.28029,50.935034
LS25 6BZ,England,North Yorkshire and York,-1.24932,53.800752
OL16 4RH,England,"Heywood, Middleton and Rochdale",-2.142946,53.593142
NG31 7AG,England,Lincolnshire Teaching,-0.649229,52.905887
CT16 1EX,England,Eastern and Coastal Kent,1.308535,51.132415
BA1 2BN,England,Bath and North East Somerset,-2.366943,51.382725
RM18 8QR,England,South West Essex,0.409136,51.473279
WR1 3HH,England,Worcestershire,-2.227729,52.201496
HU12 0QF,England,East Riding of Yorkshire,-0.013452,53.684984
RH10 6PD,England,West Sussex,-0.171086,51.103165
PL14 5BE,England,Cornwall and Isles of Scilly,-4.406843,50.531342
LE16 7ES,England,Leicestershire County and Rutland,-0.904921,52.48848
IV21 2AL,Scotland,Highland Health and Social Care Partnership,-5.656926,57.697441
B97 9TT,England,Worcestershire,-1.938188,52.305157
G84 8DQ,Scotland,Argyll and Bute Community Health Partnership,-4.747704,56.007299
GU21 8AQ,England,Surrey,-0.603699,51.315123
LU4 0EB,England,Luton,-0.472369,51.894926
SS1 9WH,England,South East Essex,0.7124,51.543527
BH21 1YB,England,Dorset,-1.994939,50.800792
BB9 0AB,England,East Lancashire Teaching,-2.216664,53.832591
LE2 4GE,England,Leicestershire County and Rutland,-1.061598,52.600802
CW8 2UX,England,Central and Eastern Cheshire,-2.616954,53.246974
NE32 3YD,England,South Tyneside,-1.48694,54.981121
TF13 6JR,England,Shropshire County,-2.624077,52.5409
SW10 0PR,England,Kensington and Chelsea,-0.181103,51.479453
TD9 0RE,Scotland,Scottish Borders Community Health and Care Partnership,-2.810089,55.181363
CH46 8SJ,England,Wirral,-3.109556,53.405309
LE12 9NZ,England,Leicestershire County and Rutland,-1.29387,52.769364
TW13 4TJ,England,Hounslow,-0.42426,51.444072
SO20 6JG,England,Hampshire,-1.464839,51.136789
BB2 6DR,England,Blackburn with Darwen Teaching,-2.500226,53.756468
PE38 9GQ,England,Norfolk,0.370301,52.602083
NN1 1RL,England,Northamptonshire Teaching,-0.894633,52.237396
NW6 3BB,England,Camden,-0.190005,51.545928
B98 0PF,England,Worcestershire,-1.890491,52.303994
TQ13 7RE,England,Devon,-3.758658,50.511238
RH18 5NG,England,East Sussex Downs and Weald,0.047021,51.090925
WN3 6RU,England,"Ashton, Leigh and Wigan",-2.6574,53.523944
NE3 3NJ,England,Newcastle,-1.642914,55.010453
HG1 5WA,England,North Yorkshire and York,-1.522386,54.002427
HU19 2NA,England,East Riding of Yorkshire,0.030101,53.722415
NR31 0AD,England,Great Yarmouth and Waveney,1.71873,52.607648
NR7 0RP,England,Norfolk,1.368746,52.638842
NR3 3JY,England,Norfolk,1.286369,52.64632
LN1 2BF,England,Lincolnshire Teaching,-0.758469,53.258551
TF1 7GL,England,Telford and Wrekin,-2.4621,52.723718
L19 6PQ,England,Liverpool,-2.899548,53.362375
PR2 1SU,England,Central Lancashire,-2.74706,53.769555
FK10 3SA,Scotland,Clackmannanshire Community Health Partnership,-3.781685,56.121144
TA1 1XU,England,Somerset,-3.093525,51.017605
CT5 1PF,England,Eastern and Coastal Kent,1.044449,51.3544
S17 4AZ,England,Sheffield,-1.540092,53.314508
HX1 9WA,England,Calderdale,-1.85746,53.724349
W1K 7AN,England,Westminster,-0.156537,51.509374
PE38 9RH,England,Norfolk,0.382706,52.611382
SA44 5AF,Wales,Hywel Dda University Health Board,-4.354858,51.992855
OX2 8PX,England,Oxfordshire,-1.295209,51.782815
DY13 8QP,England,Worcestershire,-2.28448,52.351403
SN7 7UA,England,Swindon,-1.630078,51.623941
S80 1HX,England,Bassetlaw,-1.125048,53.301474
EX7 9BS,England,Devon,-3.47948,50.584741
TR3 7NW,England,Cornwall and Isles of Scilly,-5.109371,50.216488
TS24 7AB,England,Hartlepool,-1.206132,54.684625
DN18 5GW,England,North Lincolnshire,-0.450995,53.676089
WA1 3EH,England,Warrington,-2.559361,53.398432
SY10 8HT,England,Shropshire County,-3.0102,52.799776
G66 3TU,Scotland,East Dunbartonshire Community Health Partnership,-4.143776,55.929744
DE21 7FL,England,Derby City,-1.405881,52.918278
BB1 9HP,England,East Lancashire Teaching,-2.484256,53.789484
EN7 5AT,England,Hertfordshire,-0.055326,51.69972
S70 4PA,England,Barnsley,-1.470781,53.54575
NP19 4SA,Wales,Aneurin Bevan University Health Board,-2.959328,51.58308
TN21 0NH,England,East Sussex Downs and Weald,0.2213,50.954228
PE30 2AU,England,Norfolk,0.401841,52.760015
BA12 7ES,England,Wiltshire,-2.221406,51.134466
GU14 0QB,England,Hampshire,-0.787097,51.289397
NP11 4GW,Wales,Aneurin Bevan University Health Board,-3.155273,51.662267
RH1 9FL,England,Surrey,-0.164682,51.240567
HU16 4PF,England,East Riding of Yorkshire,-0.395087,53.775914
BN2 4EU,England,Brighton and Hove City,-0.12392,50.839823
TW4 5AJ,England,Hounslow,-0.379245,51.465319
CB7 5ZR,England,Cambridgeshire,0.253254,52.307944
SY11 2QQ,England,Shropshire County,-3.044348,52.856853
OL12 7AF,England,"Heywood, Middleton and Rochdale",-2.171551,53.620258
LE67 2BB,England,Leicestershire County and Rutland,-1.374606,52.713766
BT47 3PL,Northern Ireland,Western,-7.176581,55.024691
M2 6DQ,England,Manchester Teaching,-2.247067,53.480923
BN16 1BW,England,West Sussex,-0.473626,50.814858
NE8 4JD,England,Gateshead,-1.602642,54.949581
CB4 0GD,England,Cambridgeshire,0.147313,52.232827
LS10 4TR,England,Leeds,-1.536883,53.739047
WC1A 2JA,England,Camden,-0.124475,51.518092
NP25 3SZ,Wales,Aneurin Bevan University Health Board,-2.717417,51.824118
GL52 2NX,England,Gloucestershire,-2.071349,51.903692
BS20 8BZ,England,North Somerset,-2.795485,51.479417
CA28 6TF,England,Cumbria Teaching,-3.569475,54.544962
S43 1DH,England,Derbyshire County,-1.386416,53.259354
CH7 5PZ,Wales,Betsi Cadwaladr University Health Board,-3.311976,53.245044
G53 7SS,Scotland,Glasgow City Community Health Partnership,-4.355779,55.810648
SK13 7EB,England,Tameside and Glossop,-1.970238,53.449311
TA24 7NU,England,Somerset,-3.654557,51.158496
TW10 7UT,England,Richmond and Twickenham,-0.318308,51.435838
SA13 3BB,Wales,Swansea Bay University Health Board,-3.626661,51.679513
SG12 0JP,England,Hertfordshire,-0.055593,51.8783
WS10 0AR,England,Sandwell,-2.020596,52.546564
HS1 2EG,Scotland,Western Isles Community Health and Social Care Partnership,-6.384422,58.21731
DL12 0AG,England,County Durham,-2.004581,54.606164
PO21 4ES,England,West Sussex,-0.723217,50.774177
N22 7XG,England,Haringey Teaching,-0.128912,51.598987
HA8 8NA,England,Barnet,-0.277925,51.620709
DE24 9JT,England,Derby City,-1.450323,52.883909
PO2 9EQ,England,Portsmouth City Teaching,-1.078447,50.821867
LE7 7EU,England,Leicestershire County and Rutland,-1.187235,52.678082
BN2 3HH,England,Brighton and Hove City,-0.129497,50.833914
BN18 0EU,England,West Sussex,-0.613231,50.820629
PO7 7EF,England,Hampshire,-1.044015,50.887417
CM16 5DW,England,West Essex,0.107152,51.700793
B74 4DX,England,Birmingham East and North,-1.851804,52.602177
LE1 9TG,England,Leicester City,-1.13299,52.633575
SL6 0AG,England,Buckinghamshire,-0.698369,51.528321
BA4 6RD,England,Somerset,-2.537713,51.127462
EX36 3JN,England,Devon,-3.793406,51.055132
CH62 8HD,England,Wirral,-2.981445,53.312649
TQ3 1WZ,England,Torbay,-3.567308,50.436744
SY4 4JR,England,Shropshire County,-2.655009,52.78286
S21 1HH,England,Derbyshire County,-1.322724,53.321761
IP13 6TH,England,Suffolk,1.24489,52.108863
WF10 2HE,England,Leeds,-1.383193,53.752862
G32 0AB,Scotland,Glasgow City Community Health Partnership,-4.153661,55.860037
GU24 0HJ,England,Surrey,-0.635927,51.304496
ME4 5XG,England,Medway,0.522527,51.363592
EH33 1QS,Scotland,East Lothian Community Health Partnership,-2.90595,55.941367
NP25 4UA,Wales,Aneurin Bevan University Health Board,-2.732231,51.755373
KA6 5JN,Scotland,South Ayrshire Community Health Partnership,-4.583173,55.454151
WA14 3NZ,England,Trafford,-2.366467,53.377454
CH62 8JA,England,Wirral,-2.967731,53.316204
WV10 6HZ,England,Wolverhampton City,-2.128454,52.601336
BD22 9AG,England,Bradford and Airedale Teaching,-1.971305,53.812857
BN1 4GU,England,Brighton and Hove City,-0.135785,50.828646
EX39 4NN,England,Devon,-4.181559,51.036292
EX10 0JZ,England,Devon,-3.305317,50.6826
S40 2AR,England,Derbyshire County,-1.44393,53.234269
BD5 0QS,England,Bradford and Airedale Teaching,-1.75564,53.787976
BH24 1HW,England,Hampshire,-1.787401,50.849402
WC1V 7QR,England,Camden,-0.114724,51.517927
SA7 9JB,Wales,Swansea Bay University Health Board,-3.87664,51.690036
BT25 1DR,Northern Ireland,Southern,-6.128239,54.402794
NN11 9AD,England,Northamptonshire Teaching,-1.175832,52.265011
RH1 6SW,England,Surrey,-0.177576,51.226047
TS6 9JG,England,Redcar and Cleveland,-1.13783,54.558861
B78 3TG,England,South Staffordshire,-1.700068,52.610152
DL9 4HZ,England,North Yorkshire and York,-1.712397,54.363436
PE15 5RG,England,Cambridgeshire,0.086946,52.551363
BT44 9RZ,Northern Ireland,Northern,-6.271956,54.956
DD11 4QX,Scotland,Angus Community Health Partnership,-2.603712,56.602939
B91 2QE,England,Solihull,-1.765073,52.417105
SR3 2BT,England,Sunderland Teaching,-1.392017,54.873458
OX15 6PZ,England,Oxfordshire,-1.393834,52.073834
PE7 8FP,England,Peterborough,-0.277918,52.537381
PE19 6QH,England,Cambridgeshire,-0.263601,52.250166
RH14 9BU,England,West Sussex,-0.45164,51.025985
SO51 5QG,England,Hampshire,-1.474521,50.991222
WC1B 3LN,England,Camden,-0.128472,51.517275
N5 1RB,England,Islington,-0.104194,51.546569
LL13 9RZ,Wales,Betsi Cadwaladr University Health Board,-2.967191,53.060231
EH42 1GN,Scotland,East Lothian Community Health Partnership,-2.519197,55.992266
RM3 9AA,England,Havering,0.221693,51.612568
GL17 9DS,England,Gloucestershire,-2.575326,51.844789
TW3 4BT,England,Hounslow,-0.354554,51.476943
SO24 9QP,England,Hampshire,-1.174499,51.082523
G84 7EU,Scotland,Argyll and Bute Community Health Partnership,-4.723881,56.004817
PO18 8JS,England,West Sussex,-0.845882,50.841615
HU4 7AU,England,Hull Teaching,-0.405672,53.730453
BD4 9EW,England,Bradford and Airedale Teaching,-1.71126,53.778917
B61 8ST,England,Worcestershire,-2.063094,52.347234
HD9 6RS,England,Kirklees,-1.806405,53.600954
CR5 2QP,England,Sutton and Merton,-0.159432,51.324675
FY1 2ET,England,Blackpool,-3.054201,53.824504
BS15 3LN,England,South Gloucestershire,-2.519186,51.441018
S10 1UT,England,Sheffield,-1.509438,53.38297
GU5 9LX,England,Surrey,-0.453678,51.217315
BN27 2EL,England,East Sussex Downs and Weald,0.261731,50.856053
S62 7LA,England,Rotherham,-1.346141,53.469154
M18 8TH,England,Manchester Teaching,-2.157081,53.469228
BA1 3LX,England,Bath and North East Somerset,-2.401029,51.389438
SN3 1EY,England,Swindon,-1.761715,51.550041
PR4 5QB,England,Central Lancashire,-2.790428,53.715788
KA8 9HA,Scotland,South Ayrshire Community Health Partnership,-4.61351,55.479241
UB6 0TA,England,Ealing,-0.346682,51.554427
BT23 8HE,Northern Ireland,South Eastern,-5.677552,54.59431
HD4 5AX,England,Kirklees,-1.801707,53.639281
OL8 3SH,England,Oldham,-2.127221,53.518574
HU10 7LW,England,East Riding of Yorkshire,-0.447852,53.75001
AB44 1SN,Scotland,Aberdeenshire Community Health Partnership,-2.487342,57.671825
E1 8JN,England,Tower Hamlets,-0.067952,51.510097
BL3 4SB,England,Bolton Teaching,-2.484342,53.558216
BD3 7BX,England,Bradford and Airedale Teaching,-1.70563,53.802829
BS15 4NF,England,South Gloucestershire,-2.47632,51.459866
AB42 3HJ,Scotland,Aberdeenshire Community Health Partnership,-1.891888,57.593396
CO10 5JB,England,Suffolk,0.875394,52.022951
KY7 9ST,Scotland,Glenrothes and North East Fife Community Health Partnership,-3.176264,56.197571
NG20 9JX,England,Bassetlaw,-1.126092,53.233361
MK41 8HT,England,Bedfordshire,-0.429476,52.151796
SW8 3SH,England,Wandsworth,-0.150027,51.467996
CV37 6AS,England,Warwickshire,-1.704885,52.193113
PE14 9PN,England,Cambridgeshire,0.20709,52.531748
TW7 5TE,England,Hounslow,-0.327312,51.478428
LS8 4JT,England,Leeds,-1.518888,53.815959
E5 8PH,England,City and Hackney Teaching,-0.063308,51.558077
DE13 0ND,England,South Staffordshire,-1.638429,52.82681
DN22 7WQ,England,Bassetlaw,-0.959862,53.337418
CA11 8NT,England,Cumbria Teaching,-2.754017,54.657008
DH6 3LS,England,County Durham,-1.423106,54.738002
NW8 6PA,England,Westminster,-0.171719,51.533658
GL7 1JE,England,Gloucestershire,-1.967434,51.70784
PO7 7PY,England,Hampshire,-1.022529,50.88625
BS1 3EA,England,Bristol,-2.58948,51.457392
WF10 3EQ,England,Wakefield District,-1.325748,53.721409
BS20 0HB,England,North Somerset,-2.680192,51.475315
KY11 8XL,Scotland,Dunfermline and West Fife Community Health Partnership,-3.401777,56.075515
BH23 2HD,England,Dorset,-1.800726,50.74896
WD3 5EN,England,Hertfordshire,-0.503623,51.655656
NR35 2TR,England,Norfolk,1.414436,52.45035
W1D 3DL,England,Westminster,-0.132796,51.515869
SK8 6PB,England,Stockport,-2.193866,53.363064
LE67 1EG,England,Leicestershire County and Rutland,-1.369737,52.700939
LE5 5TY,England,Leicester City,-1.093272,52.61857
MK2 3LZ,England,Milton Keynes,-0.726932,51.987904
E17 5DX,England,Waltham Forest,-0.029174,51.599792
SW11 5JR,England,Wandsworth,-0.164001,51.471741
SN1 4JW,England,Swindon,-1.794523,51.550642
KA20 3JR,Scotland,North Ayrshire Community Health Partnership,-4.772515,55.636878
M90 3TH,England,Manchester Teaching,-2.271878,53.361932
RG1 5QP,England,Berkshire West,-0.946324,51.446491
BB2 2BW,England,Blackburn with Darwen Teaching,-2.482069,53.745676
PH9 0PJ,Scotland,Perth and Kinross Community Health Partnership,-3.78248,56.658258
HR4 0QQ,England,Herefordshire,-2.746967,52.060328
RG7 1FE,England,Berkshire West,-0.961289,51.394778
FY4 4UZ,England,Blackpool,-2.992157,53.802679
GL6 8FT,England,Gloucestershire,-2.150622,51.725443
DN37 8LQ,England,Lincolnshire Teaching,-0.294906,53.563497
NR34 8DJ,England,Great Yarmouth and Waveney,1.580615,52.407437
NW1W 8QQ,England,Camden,-0.13543,51.530784
NG9 6NL,England,Nottinghamshire County Teaching,-1.241582,52.908947
SK13 6LS,England,Tameside and Glossop,-1.969043,53.436232
BT52 1EN,Northern Ireland,Northern,-6.665771,55.133736
CO4 3RH,England,North East Essex,0.927687,51.890769
BT70 3DL,Northern Ireland,Southern,-6.813166,54.532636
SO21 2BG,England,Hampshire,-1.330443,51.01204
S40 3AG,England,Derbyshire County,-1.456463,53.232439
B98 7QZ,England,Worcestershire,-1.923937,52.290642
NR30 1DY,England,Great Yarmouth and Waveney,1.735657,52.60966
SS2 6EG,England,South East Essex,0.709729,51.543728
CO9 1LB,England,Mid Essex,0.629787,51.945111
SN3 1NH,England,Swindon,-1.75739,51.536302
HD4 7PQ,England,Kirklees,-1.80543,53.618938
BB5 6DZ,England,East Lancashire Teaching,-2.357204,53.758508
IP8 3TL,England,Suffolk,1.119155,52.033149
SA48 8NR,Wales,Hywel Dda University Health Board,-4.036625,52.157877
BT45 7GB,Northern Ireland,Northern,-6.668114,54.687876
TW8 8JW,England,Hounslow,-0.314343,51.482172
NW5 2HJ,England,Camden,-0.139931,51.554407
HA6 3LF,England,Hertfordshire,-0.42113,51.617246
CO10 0HU,England,Suffolk,0.743921,52.028741
BA4 6ER,England,Somerset,-2.463288,51.151742
KY7 6PL,Scotland,Glenrothes and North East Fife Community Health Partnership,-3.162459,56.205788
RH10 1HF,England,West Sussex,-0.188636,51.114617
DN10 6BD,England,Bassetlaw,-1.056886,53.403223
EH4 2NL,Scotland,Edinburgh Community Health Partnership,-3.240274,55.963838
LL54 5EG,Wales,Betsi Cadwaladr University Health Board,-4.33908,53.045719
WV16 4ER,England,Shropshire County,-2.420673,52.537469
BT23 5YT,Northern Ireland,South Eastern,-5.753512,54.543207
CR8 4EY,England,Croydon,-0.127504,51.333656
DD2 1QS,Scotland,Dundee Community Health Partnership,-3.02826,56.461443
TW18 4NQ,England,Surrey,-0.500242,51.432947
OX3 0EG,England,Oxfordshire,-1.238423,51.756287
L3 6LP,England,Liverpool,-2.990153,53.411896
G61 4NA,Scotland,East Dunbartonshire Community Health Partnership,-4.33916,55.922214
UB10 8DG,England,Hillingdon,-0.446244,51.564906
BH8 9UQ,England,Bournemouth and Poole Teaching,-1.830426,50.747928
BT15 3AL,Northern Ireland,Belfast,-5.92875,54.614838
NG9 8AW,England,Nottinghamshire County Teaching,-1.262973,52.933847
DL14 0EW,England,County Durham,-1.737795,54.661904
SK10 5FA,England,Central and Eastern Cheshire,-2.103039,53.292392
LS18 4FR,England,Leeds,-1.664582,53.832229
RH8 9PQ,England,Surrey,-0.015568,51.238943
SW9 9PT,England,Lambeth,-0.118326,51.469344
TN21 9HF,England,East Sussex Downs and Weald,0.284278,50.92283
WS2 8NH,England,Walsall Teaching,-1.991868,52.589045
TF1 1JT,England,Telford and Wrekin,-2.512802,52.698931
G21 4XU,Scotland,Glasgow City Community Health Partnership,-4.220557,55.885019
SE5 0HQ,England,Southwark,-0.093516,51.47593
DA3 8HN,England,West Kent,0.301611,51.367432
SL6 9LG,England,Berkshire East,-0.732183,51.554621
RH19 3JS,England,West Sussex,-0.014057,51.131923
M27 5WX,England,Salford,-2.333708,53.503606
B77 2RL,England,South Staffordshire,-1.667955,52.624962
KY7 6XF,Scotland,Glenrothes and North East Fife Community Health Partnership,-3.159961,56.213287
CF39 8TA,Wales,Cwm Taf Morgannwg University Health Board,-3.475319,51.586395
SA44 4UP,Wales,Hywel Dda University Health Board,-4.285742,52.093754
G62 7JT,Scotland,East Dunbartonshire Community Health Partnership,-4.326154,55.946358
OL8 1TP,England,Oldham,-2.126366,53.535393
B42 1NS,England,Sandwell,-1.93047,52.535353
IG10 4NP,England,West Essex,0.054574,51.642923
SN8 3DB,England,Wiltshire,-1.633276,51.342885
HU4 6QR,England,Hull Teaching,-0.410079,53.725748
LE2 3RS,England,Leicester City,-1.10272,52.603664
SK7 1NA,England,Stockport,-2.157527,53.353707
PL18 9PH,England,Cornwall and Isles of Scilly,-4.249467,50.519353
PE31 7AP,England,Norfolk,0.481989,52.908517
HU5 3DL,England,Hull Teaching,-0.357558,53.758812
RH4 1AB,England,Surrey,-0.330759,51.231714
TQ11 0BX,England,Devon,-3.773423,50.481056
WA11 0NP,England,Halton and St Helens,-2.658786,53.465553
NE5 9DG,England,Newcastle,-1.686024,54.984249
OX39 4RA,England,Buckinghamshire,-0.913434,51.702329
BT23 7BW,Northern Ireland,South Eastern,-5.683046,54.601927
LE12 7ND,England,Leicestershire County and Rutland,-1.099942,52.736218
SA11 1JB,Wales,Swansea Bay University Health Board,-3.793642,51.650653
IP30 9ER,England,Suffolk,0.896186,52.235133
ME13 8DT,England,Eastern and Coastal Kent,0.892123,51.311739
IP8 4DS,England,Suffolk,1.096161,52.075584
CA2 6RL,England,Cumbria Teaching,-2.976945,54.879971
S6 5AD,England,Sheffield,-1.502678,53.396794
SE18 2TW,England,Greenwich Teaching,0.077618,51.478473
SY5 8AT,England,Shropshire County,-2.816397,52.661737
BT78 4UA,Northern Ireland,Western,-7.417574,54.620774
NG17 4GP,England,Nottinghamshire County Teaching,-1.252379,53.129721
M23 9LS,England,Manchester Teaching,-2.304504,53.400334
SK3 9PA,England,Stockport,-2.180225,53.403022
B21 9LN,England,Heart of Birmingham Teaching,-1.932126,52.503035
WR8 0DJ,England,Worcestershire,-2.272298,52.081729
EH32 9AE,Scotland,East Lothian Community Health Partnership,-2.984187,55.959954
HR1 3NF,England,Herefordshire,-2.662498,52.077996
BN14 0ET,England,West Sussex,-0.400718,50.85337
PL26 8LD,England,Cornwall and Isles of Scilly,-4.802869,50.401581
EN8 1NJ,England,Hertfordshire,-0.031517,51.685209
M43 6XZ,England,Tameside and Glossop,-2.146555,53.479048
NN1 9FE,England,Northamptonshire Teaching,-0.898231,52.245285
SS7 1NT,England,South East Essex,0.565927,51.544499
CH3 7BD,England,Western Cheshire,-2.833768,53.180968
WS8 7NU,England,Walsall Teaching,-1.933873,52.657924
W12 9HB,England,Hammersmith and Fulham,-0.243075,51.504839
IG8 9LP,England,Waltham Forest,0.003125,51.603678
DN12 3AW,England,Doncaster,-1.214237,53.48462
M6 6QJ,England,Salford,-2.28065,53.493927
BT39 9ED,Northern Ireland,Northern,-6.010336,54.758058
BA3 2QS,England,Bath and North East Somerset,-2.490559,51.286834
SE14 6BD,England,Lewisham,-0.035783,51.476317
TR15 3PN,England,Cornwall and Isles of Scilly,-5.271987,50.226799
L37 4BG,England,Sefton,-3.062677,53.552704
SG8 9LS,England,Hertfordshire,-0.020652,52.028929
AL1 2QB,England,Hertfordshire,-0.347664,51.738464
NN6 7PQ,England,Northamptonshire Teaching,-1.051789,52.303612
GU32 3YR,England,Hampshire,-0.948977,51.004772
W14 8RS,England,Hammersmith and Fulham,-0.205577,51.494317
KA5 5LX,Scotland,South Ayrshire Community Health Partnership,-4.480384,55.515207
SG6 1QT,England,Hertfordshire,-0.217659,51.975192
UB9 6QS,England,Hillingdon,-0.470778,51.595675
WV14 9RL,England,Wolverhampton City,-2.109282,52.547396
SW7 4QW,England,Kensington and Chelsea,-0.184033,51.497402
DE13 0DJ,England,South Staffordshire,-1.62043,52.841703
CF33 6DS,Wales,Cwm Taf Morgannwg University Health Board,-3.669248,51.530814
RG7 5NN,England,Berkshire West,-1.153506,51.414675
KT13 9HL,England,Surrey,-0.438871,51.373821
BT23 8XG,Northern Ireland,South Eastern,-5.670208,54.592309
SK5 7JG,England,Stockport,-2.154042,53.424962
DN36 4GS,England,North East Lincolnshire,-0.067837,53.52698
FY1 4QH,England,Blackpool,-3.044993,53.814697
LU7 4RH,England,Bedfordshire,-0.633279,51.910769
GU22 9AX,England,Surrey,-0.565498,51.294804
ME14 2HY,England,West Kent,0.518919,51.29468
LL32 8UD,Wales,Betsi Cadwaladr University Health Board,-3.822127,53.268792
LS15 8AT,England,Leeds,-1.449197,53.808317
EN8 8TT,England,Hertfordshire,-0.031271,51.697485
LN10 6TB,England,Lincolnshire Teaching,-0.17242,53.165206
L6 1JJ,England,Liverpool,-2.958477,53.414258
NW1 5LR,England,Westminster,-0.155051,51.522965
E1 8NA,England,Tower Hamlets,-0.068367,51.509826
LS6 2JJ,England,Leeds,-1.555638,53.815059
SP6 3NL,England,Hampshire,-1.840304,50.964759
LS10 3QP,England,Leeds,-1.53449,53.751163
CF5 1NH,Wales,Cardiff and Vale University Health Board,-3.211281,51.481956
FK7 8AJ,Scotland,Stirling Community Health Partnership,-3.901589,56.082622
E17 8DW,England,Waltham Forest,-0.028454,51.574744
BT17 9HE,Northern Ireland,South Eastern,-6.024483,54.539779
B98 7HA,England,Worcestershire,-1.928265,52.302095
DN6 7HS,England,Doncaster,-1.189221,53.56047
TN4 9UP,England,West Kent,0.260549,51.145673
IP25 7DE,England,Norfolk,0.787533,52.602057
BL9 6LH,England,Bury,-2.279398,53.601341
NE3 5LQ,England,Newcastle,-1.61427,55.023368
NE15 8TN,England,Newcastle,-1.714931,54.986811
LS10 9EY,England,Leeds,-1.530808,53.768925
SK5 8HJ,England,Stockport,-2.136908,53.431644
B19 3JY,England,Heart of Birmingham Teaching,-1.904203,52.48806
NG18 3GR,England,Nottinghamshire County Teaching,-1.17101,53.136976
BT35 8RF,Northern Ireland,Southern,-6.391164,54.15317
DY8 2PE,England,Dudley,-2.140972,52.441235
SW11 6SW,England,Wandsworth,-0.165339,51.45419
PO19 8FR,England,West Sussex,-0.782439,50.83044
CO15 1JD,England,North East Essex,1.150769,51.790034
DL8 1SS,England,North Yorkshire and York,-1.672082,54.300719
SO15 7NR,England,Southampton City,-1.415422,50.924065
DL3 9XA,England,Darlington,-1.596813,54.541104
SP11 7SA,England,Hampshire,-1.507823,51.194131
M33 7QY,England,Trafford,-2.326127,53.425319
LS12 5JH,England,Leeds,-1.611198,53.785321
DL14 7SY,England,County Durham,-1.709041,54.665954
S6 1HY,England,Sheffield,-1.496197,53.4234
EH16 5XY,Scotland,Edinburgh Community Health Partnership,-3.152639,55.918333
SE27 0QS,England,Lambeth,-0.106404,51.423074
L26 1XA,England,Knowsley,-2.834248,53.360458
SO40 2RG,England,Hampshire,-1.517306,50.929548
SK11 8JN,England,Central and Eastern Cheshire,-2.138091,53.253749
WA7 5NS,England,Halton and St Helens,-2.714604,53.323338
IG1 3JQ,England,Redbridge,0.057833,51.569621
CO1 1JN,England,North East Essex,0.899036,51.888475
M26 1DF,England,Bury,-2.330635,53.548439
M34 7ED,England,Tameside and Glossop,-2.10569,53.436019
DN20 2BB,England,North Lincolnshire,-0.488214,53.5516
BA14 0NT,England,Wiltshire,-2.209144,51.314453
LL11 6TQ,Wales,Betsi Cadwaladr University Health Board,-3.026776,53.052773
BT37 9JU,Northern Ireland,Northern,-5.91683,54.670556
SL3 8RW,England,Berkshire East,-0.54697,51.499061
G32 7DH,Scotland,Glasgow City Community Health Partnership,-4.179849,55.852287
YO32 9FZ,England,North Yorkshire and York,-1.057138,54.009296
LE67 4GN,England,Leicestershire County and Rutland,-1.34258,52.715831
WD25 9JZ,England,Hertfordshire,-0.391703,51.685555
NR35 2AU,England,Norfolk,1.361337,52.468304
PO33 4DF,England,Isle of Wight National Health Service,-1.208942,50.689057
SO32 1NR,England,Hampshire,-1.208756,50.957235
PL30 3NS,England,Cornwall and Isles of Scilly,-4.744608,50.570674
S43 4RD,England,Derbyshire County,-1.266883,53.280202
PE30 3FH,England,Norfolk,0.432207,52.785485
AB32 7AT,Scotland,Aberdeenshire Community Health Partnership,-2.428199,57.147349
OL15 0BE,England,"Heywood, Middleton and Rochdale",-2.118491,53.627351
DY8 4AH,England,Dudley,-2.156729,52.473107
LU2 9UU,England,Luton,-0.371214,51.891771
TQ12 5HS,England,Devon,-3.577645,50.498553
IP1 2DW,England,Suffolk,1.139258,52.055738
G69 0BP,Scotland,North Lanarkshire Community Health Partnership,-4.087655,55.911273
BH22 9TG,England,Dorset,-1.902327,50.811354
LE19 1UY,England,Leicestershire County and Rutland,-1.188348,52.603662
B34 6PU,England,Birmingham East and North,-1.785181,52.500112
SS17 0LL,England,South West Essex,0.419834,51.513772
OL11 3HJ,England,"Heywood, Middleton and Rochdale",-2.185124,53.598926
CH66 4RZ,England,Western Cheshire,-2.935501,53.274914
DL2 1PR,England,North Yorkshire and York,-1.452283,54.455376
PE13 5EJ,England,Cambridgeshire,0.114068,52.692369
S5 8BY,England,Sheffield,-1.477762,53.422242
NG34 0BQ,England,Lincolnshire Teaching,-0.381721,52.916978
DA5 2DB,England,Bexley,0.158518,51.436785
TS25 2FD,England,Hartlepool,-1.195468,54.655187
AB45 2JP,Scotland,Aberdeenshire Community Health Partnership,-2.584365,57.671172
